,Worker ID,Link to Individual Worker Page,Number of HITs approved or rejected - Lifetime,Number of HITs approved - Lifetime,Your Lifetime approval rate,Number of HITs approved or rejected - Last 30 days,Number of HITs approved - Last 30 days,Your Last 30 days approval rate,Number of HITs approved or rejected - Last 7 days,Number of HITs approved - Last 7 days,Your Last 7 days approval rate,CURRENT-took part in a tapseq task,UPDATE-took part in a tapseq task,CURRENT-participated in the past,UPDATE-participated in the past,CURRENT-eligible for next step memory rep,UPDATE-eligible for next step memory rep,CURRENT-eligible for memory testing 1 week,UPDATE-eligible for memory testing 1 week,CURRENT-completed memory rep,UPDATE-completed memory rep,CURRENT-completed memory encoding 24h,UPDATE-completed memory encoding 24h,CURRENT-completed encoding successfully ,UPDATE-completed encoding successfully ,CURRENT-completed day5,UPDATE-completed day5,CURRENT-completed day4,UPDATE-completed day4,CURRENT-completed day3,UPDATE-completed day3,CURRENT-completed day2,UPDATE-completed day2,CURRENT-completed day1,UPDATE-completed day1,CURRENT-Completed My Experiment Already,UPDATE-Completed My Experiment Already,CURRENT BlockStatus,UPDATE BlockStatus,BlockReason,demo_demo_accuracy,demo_arrow_correct,encoding_arrow_accuracy,testing_longest_response_strike,not_too_slow,not_too_Fast,sufficient_test_acc,WorkerId,UPDATE-completed birds memory rep
361,A1LQLQ0KZQLIO8,https://requester.mturk.com/workers/A1LQLQ0KZQLIO8,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
362,A1LRJ2MQD4AMES,https://requester.mturk.com/workers/A1LRJ2MQD4AMES,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
363,A1LSGYXKP6O1B8,https://requester.mturk.com/workers/A1LSGYXKP6O1B8,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
364,A1LSSI3O205X7F,https://requester.mturk.com/workers/A1LSSI3O205X7F,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
365,A1LURN5B6YCWO0,https://requester.mturk.com/workers/A1LURN5B6YCWO0,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
366,A1LXJE5GI5JTMB,https://requester.mturk.com/workers/A1LXJE5GI5JTMB,1,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
367,A1M1E62KXCDNL0,https://requester.mturk.com/workers/A1M1E62KXCDNL0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
368,A1M1W56A3UR5PE,https://requester.mturk.com/workers/A1M1W56A3UR5PE,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
369,A1M3L70UWMSB52,https://requester.mturk.com/workers/A1M3L70UWMSB52,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
370,A1M5EMXULAA7FU,https://requester.mturk.com/workers/A1M5EMXULAA7FU,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
371,A1M9Q5R21TCH96,https://requester.mturk.com/workers/A1M9Q5R21TCH96,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
372,A1MAAPY9K1G1YR,https://requester.mturk.com/workers/A1MAAPY9K1G1YR,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
373,A1MIB492BU9KIQ,https://requester.mturk.com/workers/A1MIB492BU9KIQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
374,A1MJX6Q6BTWA6,https://requester.mturk.com/workers/A1MJX6Q6BTWA6,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
375,A1MKYMYY34DZIO,https://requester.mturk.com/workers/A1MKYMYY34DZIO,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
376,A1ML6B8SBSWN7G,https://requester.mturk.com/workers/A1ML6B8SBSWN7G,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
377,A1MLVDDVB401PK,https://requester.mturk.com/workers/A1MLVDDVB401PK,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
378,A1MNW99TINPPLL,https://requester.mturk.com/workers/A1MNW99TINPPLL,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
379,A1MSLM87Z8CLTK,https://requester.mturk.com/workers/A1MSLM87Z8CLTK,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
380,A1MT4FMXL4WRAF,https://requester.mturk.com/workers/A1MT4FMXL4WRAF,1,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
381,A1MW2O7DOKB2XJ,https://requester.mturk.com/workers/A1MW2O7DOKB2XJ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
382,A1MZDCF8120EIC,https://requester.mturk.com/workers/A1MZDCF8120EIC,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
383,A1N0D7925N0060,https://requester.mturk.com/workers/A1N0D7925N0060,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
384,A1N0Q3QP4OMTZ2,https://requester.mturk.com/workers/A1N0Q3QP4OMTZ2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
385,A1N16ZU0FNQEY6,https://requester.mturk.com/workers/A1N16ZU0FNQEY6,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
386,A1N1ULK71RHVMM,https://requester.mturk.com/workers/A1N1ULK71RHVMM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
387,A1N35VV9QURKHX,https://requester.mturk.com/workers/A1N35VV9QURKHX,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
388,A1N37RFT8OXBNN,https://requester.mturk.com/workers/A1N37RFT8OXBNN,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
389,A1N3YG2X9SO4PN,https://requester.mturk.com/workers/A1N3YG2X9SO4PN,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
390,A1N7O7E8HC03D8,https://requester.mturk.com/workers/A1N7O7E8HC03D8,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
391,A1N8TKTLXV92QR,https://requester.mturk.com/workers/A1N8TKTLXV92QR,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
392,A1NCLFQCAGDP76,https://requester.mturk.com/workers/A1NCLFQCAGDP76,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
393,A1NCO5A4JYHGKQ,https://requester.mturk.com/workers/A1NCO5A4JYHGKQ,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
394,A1NIKHUA79SWGD,https://requester.mturk.com/workers/A1NIKHUA79SWGD,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
395,A1NKKZP1IV9VX5,https://requester.mturk.com/workers/A1NKKZP1IV9VX5,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
396,A1NLJ1L4VCQYV2,https://requester.mturk.com/workers/A1NLJ1L4VCQYV2,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
397,A1NMQHPPODJ5ZY,https://requester.mturk.com/workers/A1NMQHPPODJ5ZY,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
398,A1NNNRXMMSAXKW,https://requester.mturk.com/workers/A1NNNRXMMSAXKW,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
399,A1NOKSH3B7OX7T,https://requester.mturk.com/workers/A1NOKSH3B7OX7T,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
400,A1NQVG69U3TRDK,https://requester.mturk.com/workers/A1NQVG69U3TRDK,1,0,0.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
401,A1NR3COO33J99C,https://requester.mturk.com/workers/A1NR3COO33J99C,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
402,A1NSHNH3MNFRGW,https://requester.mturk.com/workers/A1NSHNH3MNFRGW,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
403,A1NTIY7ZMBJAV2,https://requester.mturk.com/workers/A1NTIY7ZMBJAV2,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
404,A1NZFJHVJ9CNTO,https://requester.mturk.com/workers/A1NZFJHVJ9CNTO,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
405,A1O0BGHFTMPQM0,https://requester.mturk.com/workers/A1O0BGHFTMPQM0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
406,A1O2KYT49Z4T75,https://requester.mturk.com/workers/A1O2KYT49Z4T75,2,2,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
407,A1O58OE6H51GWD,https://requester.mturk.com/workers/A1O58OE6H51GWD,3,3,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
408,A1O67YS3DU0ZHX,https://requester.mturk.com/workers/A1O67YS3DU0ZHX,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
409,A1O7XFRTZ46PN5,https://requester.mturk.com/workers/A1O7XFRTZ46PN5,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,True,True,True,True,True,True,True,A1O7XFRTZ46PN5,1
410,A1O9B263V2PSXJ,https://requester.mturk.com/workers/A1O9B263V2PSXJ,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
411,A1OAZCVZRC00F0,https://requester.mturk.com/workers/A1OAZCVZRC00F0,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
412,A1OBB3PWYWK9KK,https://requester.mturk.com/workers/A1OBB3PWYWK9KK,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
413,A1OBU9NMV1C3S5,https://requester.mturk.com/workers/A1OBU9NMV1C3S5,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
414,A1ODA3Q5H6HTDQ,https://requester.mturk.com/workers/A1ODA3Q5H6HTDQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
415,A1OH7LKEEIOIJB,https://requester.mturk.com/workers/A1OH7LKEEIOIJB,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
416,A1OIBI3PWS4R5K,https://requester.mturk.com/workers/A1OIBI3PWS4R5K,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
417,A1OIIHLOC90XCH,https://requester.mturk.com/workers/A1OIIHLOC90XCH,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
418,A1OK06ZUFSY1C,https://requester.mturk.com/workers/A1OK06ZUFSY1C,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,True,True,True,True,True,True,False,A1OK06ZUFSY1C,1
419,A1OM2I65SD625M,https://requester.mturk.com/workers/A1OM2I65SD625M,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
420,A1OOCYEFLAJD98,https://requester.mturk.com/workers/A1OOCYEFLAJD98,2,2,100.00%,0,0,0.00%,0,0,0.00%,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
421,A1OQJ3TNATEE6B,https://requester.mturk.com/workers/A1OQJ3TNATEE6B,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
422,A1OR82RF1ZFWP,https://requester.mturk.com/workers/A1OR82RF1ZFWP,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
423,A1OSRAPSRT934Z,https://requester.mturk.com/workers/A1OSRAPSRT934Z,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
424,A1OSRB1Q63XXWZ,https://requester.mturk.com/workers/A1OSRB1Q63XXWZ,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
425,A1OUZ9HIHJOF2E,https://requester.mturk.com/workers/A1OUZ9HIHJOF2E,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
426,A1OW27AZS122X2,https://requester.mturk.com/workers/A1OW27AZS122X2,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
427,A1OZPLHNIU1519,https://requester.mturk.com/workers/A1OZPLHNIU1519,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,True,True,True,True,True,True,True,A1OZPLHNIU1519,1
428,A1P0XSCJ9XAV74,https://requester.mturk.com/workers/A1P0XSCJ9XAV74,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
429,A1P47Q6LZPLQ6P,https://requester.mturk.com/workers/A1P47Q6LZPLQ6P,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
430,A1P6LFEAY9MWAY,https://requester.mturk.com/workers/A1P6LFEAY9MWAY,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
431,A1PAMVTKGCXSWQ,https://requester.mturk.com/workers/A1PAMVTKGCXSWQ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
432,A1PB1W83OF5NV0,https://requester.mturk.com/workers/A1PB1W83OF5NV0,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
433,A1PBFDQR599N3K,https://requester.mturk.com/workers/A1PBFDQR599N3K,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
434,A1PBRKFHSF1OF8,https://requester.mturk.com/workers/A1PBRKFHSF1OF8,5,5,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
435,A1PF01FF85HUY4,https://requester.mturk.com/workers/A1PF01FF85HUY4,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
436,A1PFV2G2SYPS6L,https://requester.mturk.com/workers/A1PFV2G2SYPS6L,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
437,A1PGR1FZAOVF6U,https://requester.mturk.com/workers/A1PGR1FZAOVF6U,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
438,A1PHDT66U6IK4Q,https://requester.mturk.com/workers/A1PHDT66U6IK4Q,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
439,A1PIGZNLSQMGNW,https://requester.mturk.com/workers/A1PIGZNLSQMGNW,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
440,A1PIOTGADK1EN1,https://requester.mturk.com/workers/A1PIOTGADK1EN1,1,1,100.00%,1,1,100.00%,0,0,0.00%,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
441,A1PJEESG7NJ9H0,https://requester.mturk.com/workers/A1PJEESG7NJ9H0,4,4,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,1.0,,1.0,,1.0,,,,Never Blocked,,,,,,,,,,,1
442,A1PKCBFB4QY19G,https://requester.mturk.com/workers/A1PKCBFB4QY19G,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
443,A1PNYLOKED8FWF,https://requester.mturk.com/workers/A1PNYLOKED8FWF,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
444,A1PP1FS377QA79,https://requester.mturk.com/workers/A1PP1FS377QA79,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
445,A1PP6DN7HB6Q9P,https://requester.mturk.com/workers/A1PP6DN7HB6Q9P,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
446,A1PP6RT33WYA5H,https://requester.mturk.com/workers/A1PP6RT33WYA5H,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
447,A1PRRDIHIHTHJV,https://requester.mturk.com/workers/A1PRRDIHIHTHJV,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
448,A1PTK745LEZ0QB,https://requester.mturk.com/workers/A1PTK745LEZ0QB,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
449,A1PV9LINP0Q5WL,https://requester.mturk.com/workers/A1PV9LINP0Q5WL,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
450,A1PX4CR15QC57J,https://requester.mturk.com/workers/A1PX4CR15QC57J,1,1,100.00%,0,0,0.00%,0,0,0.00%,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,Never Blocked,,,,,,,,,,,1
451,A1PZIN8H1VI6SY,https://requester.mturk.com/workers/A1PZIN8H1VI6SY,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
452,A1PZMXZGCW4KCT,https://requester.mturk.com/workers/A1PZMXZGCW4KCT,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
453,A1Q1C5FVVYB2UX,https://requester.mturk.com/workers/A1Q1C5FVVYB2UX,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
454,A1Q1JSFKBUIYJD,https://requester.mturk.com/workers/A1Q1JSFKBUIYJD,1,1,100.00%,1,1,100.00%,1,1,100.00%,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,Never Blocked,,,True,True,True,True,True,True,False,A1Q1JSFKBUIYJD,1
455,A1Q3ESI4TUIW36,https://requester.mturk.com/workers/A1Q3ESI4TUIW36,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
456,A1Q56N80RJLQ7S,https://requester.mturk.com/workers/A1Q56N80RJLQ7S,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,1.0,,,,Never Blocked,,,,,,,,,,,1
457,A1Q5KW5PV3KD3A,https://requester.mturk.com/workers/A1Q5KW5PV3KD3A,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
458,A1Q97MCJJMQCZM,https://requester.mturk.com/workers/A1Q97MCJJMQCZM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
459,A1Q9OABL9R1JRJ,https://requester.mturk.com/workers/A1Q9OABL9R1JRJ,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
460,A1QAKZMYB5PANM,https://requester.mturk.com/workers/A1QAKZMYB5PANM,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
461,A1QCUR2Z75LS5N,https://requester.mturk.com/workers/A1QCUR2Z75LS5N,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,,,Never Blocked,,,,,,,,,,,1
462,A1QDCEBVFBQR63,https://requester.mturk.com/workers/A1QDCEBVFBQR63,1,1,100.00%,0,0,0.00%,0,0,0.00%,1.0,,,,,,,,100.0,,,,,,0.0,,0.0,,,,,,,,1.0,,Never Blocked,,,,,,,,,,,1
