demo_arrow_rt,demo_arrow_correct,demo_demo_accuracy,demo_RT_overall_mean,demo_RT_incorrect_mean,demo_RT_correct_mean,encoding_arrow_mean_rt,encoding_arrow_accuracy,testing_Test_overall_accuracy,testing_RT_overall_mean,testing_RT_incorrect_mean,testing_RT_correct_mean,testing_layer_1_rt,testing_layer_1_accuracy,testing_layer_2_rt,testing_layer_2_accuracy,testing_layer_3_rt,testing_layer_3_accuracy,testing_longest_response_strike,demo_demo_accuracy.1,demo_arrow_correct.1,encoding_arrow_accuracy.1,testing_longest_response_strike.1,not_too_slow,not_too_Fast,sufficient_test_acc,WorkerId,time_gap,worker_ID,batch_number
1.4776,1.0,0.8333333333333334,2.477783333333333,1.8681,2.59972,0.90248,0.6,0.5333333333333333,1.4766293103448276,1.1778928571428573,2.849871875,2.216115,0.65,0.5900833333333333,0.6,1.535035,0.35,5.0,True,True,False,True,True,False,False,A1S0QK9U7INTSX,pilot_one_week,A1S0QK9U7INTSX,1
0.513,1.0,1.0,1.6263333333333334,,1.6263333333333334,0.662,1.0,0.6666666666666666,4.083950000000001,3.9936,4.129125,3.53995,0.7,4.26385,0.7,4.44805,0.6,5.0,True,True,True,True,True,True,True,A21UA6O7ZFAIQJ,pilot_one_week,A21UA6O7ZFAIQJ,1
1.7752,1.0,0.8333333333333334,1.947866666833333,2.803700001,1.7767,1.5774666670000002,0.6,0.5166666666666667,2.014734545381818,4.658320689689655,5.010061290161291,2.1621105260526314,0.5,1.7935888889999998,0.5,2.080316666611111,0.55,18.0,True,True,False,False,False,True,False,A2HGETLDQKWF1O,pilot_one_week,A2HGETLDQKWF1O,1
2.6889,1.0,0.6666666666666666,1.9933166666666668,1.35045,2.31475,1.71102499975,0.8,0.5166666666666667,0.0916067797118643,0.7137793103448276,0.053151613,0.1441800001,0.65,0.0585315790526315,0.4,0.07045499995,0.5,6.0,True,True,True,True,True,False,False,A38L8T6E70LVYE,pilot_one_week,A38L8T6E70LVYE,1
1.7799,1.0,0.3333333333333333,2.350216666666667,2.50245,2.04575,1.2324,1.0,0.85,2.5461172413793105,3.6296,2.719637254901961,2.6856947368421054,0.8,2.3761210526315786,0.8,2.575015,0.95,4.0,False,True,True,True,True,True,True,A3HMRQ4Y0NZKOT,pilot_one_week,A3HMRQ4Y0NZKOT,1
0.6368,1.0,0.1666666666666666,1.6650833333333332,1.34536,3.2637,0.6726599999999999,1.0,0.5,0.7367216666666666,0.77276,0.7006833333333334,0.76377,0.4,0.6642,0.45,0.782195,0.65,4.0,False,True,True,True,True,True,False,A3MXI2O3JZ0TZH,pilot_one_week,A3MXI2O3JZ0TZH,1
1.1752,1.0,0.6666666666666666,1.96795,1.4312,2.236325,1.6325333333333332,0.6,0.55,1.6632843137254902,3.618203703703704,6.290481818181817,2.1599166666666667,0.55,1.9874133333333333,0.5,0.8965444444444444,0.6,7.0,True,True,False,True,False,False,False,A3SSZZTJIJLD3Y,pilot_one_week,A3SSZZTJIJLD3Y,1
2.1794,1.0,0.8333333333333334,11.617266666666666,26.8142,8.57788,2.23862,1.0,0.6333333333333333,3.008138983050848,3.5309636363636367,3.4389131578947367,2.762815789473684,0.75,3.067345,0.55,3.18199,0.6,10.0,True,True,True,True,True,True,True,ABVBYS63BZWZ6,pilot_one_week,ABVBYS63BZWZ6,1
1.098099999,1.0,0.6666666666666666,1.823550000166667,2.0455,1.71257500025,0.9528999996000002,1.0,0.55,1.8016833334,1.7868851851851852,1.8137909092121207,1.73644500005,0.7,1.8215000002,0.35,1.84710499995,0.6,3.0,True,True,True,True,True,True,False,AL84FSIS4UM1Q,pilot_one_week,AL84FSIS4UM1Q,1
0.6202,1.0,0.8333333333333334,1.4529333333333332,1.9564,1.35224,0.5984200000000001,1.0,0.7333333333333333,2.143195,2.35398125,2.0665454545454547,1.997125,0.9,2.49969,0.7,1.93277,0.6,6.0,True,True,True,True,True,True,True,AN4P0SU1YSPF2,pilot_one_week,AN4P0SU1YSPF2,1
0.6296,1.0,1.0,2.2241,,2.2241,0.56952,1.0,0.6166666666666667,2.758376666666668,3.041317391304348,2.5824945945945945,2.6894400000000003,0.7,2.8135,0.7,2.77219,0.45,7.0,True,True,True,True,True,True,True,AOOLS8280CL0Z,pilot_one_week,AOOLS8280CL0Z,1
0.9778,1.0,1.0,2.9497500000000003,,2.94975,0.6146,1.0,0.7166666666666667,4.562059649122807,4.951694117647058,5.26476046511628,4.347905263157895,0.75,4.022984210526316,0.75,5.31528947368421,0.65,5.0,True,True,True,True,False,True,True,AW5O1RK3W60FC,pilot_one_week,AW5O1RK3W60FC,1
1.2588,1.0,0.6666666666666666,1.4785333333333333,1.4227,1.50645,1.14912,1.0,0.4666666666666667,0.3135016666666667,0.29899375,0.3300821428571429,0.507245,0.3,0.22768,0.6,0.20558,0.5,7.0,True,True,True,True,True,False,False,AY3JOEWZT0APP,pilot_one_week,AY3JOEWZT0APP,1
1.108,1.0,0.8333333333333334,2.101833333333333,2.031,2.116,1.0097999999999998,1.0,0.4333333333333333,1.6330999999999996,1.6715882352941178,1.5827692307692307,1.58965,0.4,1.5467,0.45,1.76295,0.45,11.0,True,True,True,True,True,True,False,A1122EUMFXHF38,pilot_one_week,A1122EUMFXHF38,2
1.1943,1.0,0.5,1.893266666666667,1.9452,1.8413333333333333,1.25874,1.0,0.5166666666666667,2.166456896551724,3.385755172413793,1.886851612903226,2.2232700000000003,0.7,2.112747368421053,0.5,2.160363157894737,0.35,3.0,True,True,True,True,True,True,False,A1I5KX8TP3K5L2,pilot_one_week,A1I5KX8TP3K5L2,2
2.212099998,1.0,0.6666666666666666,1.5968166665,1.6364999999999998,1.57697499975,0.97092,1.0,0.5666666666666667,2.0834699999666664,2.026426922923077,2.127091176529412,1.97052499985,0.6,2.136015,0.35,2.14387000005,0.75,6.0,True,True,True,True,True,True,True,A1P2XKONWAOXHP,pilot_one_week,A1P2XKONWAOXHP,2
1.677,1.0,0.8333333333333334,2.315166666666667,1.645,2.4492000000000003,1.91275,0.8,0.6833333333333333,2.4173559322033897,2.520421052631579,2.5729268292682925,2.6133157894736843,0.7,2.1536,0.7,2.49495,0.65,4.0,True,True,True,True,True,True,True,A1T6TTD7XCUHOU,pilot_one_week,A1T6TTD7XCUHOU,2
0.6776,1.0,0.8333333333333334,1.8063166666666668,2.3528,1.6970199999999998,1.27232,1.0,0.7,1.65218,1.6429333333333334,1.6561428571428574,1.736375,0.65,1.573695,0.75,1.64647,0.7,5.0,True,True,True,True,True,True,True,A1TPGXT718D68E,pilot_one_week,A1TPGXT718D68E,2
1.139,1.0,0.6666666666666666,1.4741666666666668,1.377,1.5227499999999998,1.2506,1.0,0.6,1.534133333333333,1.3695000000000002,1.643888888888889,1.45145,0.6,1.4419499999999998,0.65,1.709,0.55,7.0,True,True,True,True,True,True,False,A1Y07DW8W2UXSD,pilot_one_week,A1Y07DW8W2UXSD,2
0.5073,1.0,0.8333333333333334,2.1939,1.8534,2.262,0.58126,1.0,0.65,2.27973,2.320080952380952,2.258002564102564,2.013655,0.7,2.61847,0.65,2.207065,0.6,5.0,True,True,True,True,True,True,True,A1YC558J4E5KZ,pilot_one_week,A1YC558J4E5KZ,2
1.0199,1.0,0.6666666666666666,2.042283333333333,2.3245,1.901175,0.9098,0.6,0.5166666666666667,2.2623466666666663,2.263293103448276,2.261461290322581,2.27258,0.55,2.308035,0.55,2.2064250000000003,0.45,4.0,True,True,False,True,True,True,False,A249ZABI42JTSS,pilot_one_week,A249ZABI42JTSS,2
0.859,1.0,0.6666666666666666,1.2108333333333332,1.114,1.25925,0.9887999999999998,1.0,0.5166666666666667,1.3713833333333334,1.3233793103448277,1.4162903225806451,1.35525,0.6,1.353,0.35,1.4059,0.6,5.0,True,True,True,True,True,True,False,A28P7V6WDT9UN1,pilot_one_week,A28P7V6WDT9UN1,2
1.181,1.0,0.8333333333333334,1.4398333333333333,1.15,1.4978,1.27,1.0,0.5,1.4268,1.3618333333333332,1.491766666666667,1.42265,0.65,1.48645,0.5,1.3713000000000002,0.35,3.0,True,True,True,True,True,True,False,A290Z6QAL17PQE,pilot_one_week,A290Z6QAL17PQE,2
0.9302,1.0,0.8333333333333334,0.9975166663333334,0.793299999,1.0383599998000002,1.0867499994999998,0.8,0.6,0.1547677966101695,0.1860583333333333,0.4583972222222222,0.0943105263157894,0.5,0.266895,0.7,0.100075,0.6,1.0,True,True,True,True,True,False,False,A2KLIBLDVDV144,pilot_one_week,A2KLIBLDVDV144,2
1.6784,1.0,0.6666666666666666,0.75165,0.5132,0.870875,1.38888,1.0,0.5,1.2294333333333332,1.1282733333333332,1.3305933333333333,1.13616,0.65,1.10047,0.35,1.45167,0.5,6.0,True,True,True,True,True,True,False,A2LA3NEWBU30QT,pilot_one_week,A2LA3NEWBU30QT,2
1.041,1.0,0.6666666666666666,3.3418333333333337,3.642,3.19175,1.0462,1.0,0.5,2.6692166666666663,2.8362666666666665,2.5021666666666667,2.6624000000000003,0.65,2.3845,0.4,2.96075,0.45,5.0,True,True,True,True,True,True,False,A2MOU3YD664C0H,pilot_one_week,A2MOU3YD664C0H,2
0.7694,1.0,0.5,2.009533333333333,1.4015333333333333,2.6175333333333337,1.7613333333333332,0.6,0.6,1.189668333333333,1.178791666666667,1.1969194444444444,1.193665,0.55,1.29767,0.7,1.07767,0.55,3.0,True,True,False,True,True,True,False,A2OT9ZJC4MQBS8,pilot_one_week,A2OT9ZJC4MQBS8,2
1.055,1.0,0.3333333333333333,1.7556666666666667,1.8055,1.656,1.5974,1.0,0.5166666666666667,1.892283333333333,1.766931034482759,2.0095483870967743,1.5964,0.45,2.2794,0.45,1.80105,0.65,7.0,False,True,True,True,True,True,False,A2PAWE1NW4MD8L,pilot_one_week,A2PAWE1NW4MD8L,2
1.228,1.0,0.3333333333333333,1.921033333333333,2.404675,0.95375,1.2251,1.0,0.9166666666666666,2.075883333333333,2.9127,1.9998090909090909,2.09603,0.85,2.245515,0.9,1.886105,1.0,7.0,False,True,True,True,True,True,True,A2RSBH1E3TEESG,pilot_one_week,A2RSBH1E3TEESG,2
0.65,1.0,0.6666666666666666,2.149,2.815,1.816,0.5633999999999999,1.0,0.7,1.5029999999999997,1.5064444444444445,1.5015238095238097,1.52525,0.85,1.4552,0.8,1.52855,0.45,6.0,True,True,True,True,True,True,True,A2RWLFIP23FZA7,pilot_one_week,A2RWLFIP23FZA7,2
0.5881,1.0,0.8333333333333334,3.214066666666666,3.0516,3.24656,0.57302,1.0,0.85,2.591173333333333,4.219322222222222,2.3038529411764705,2.51642,0.85,2.653435,0.85,2.6036650000000003,0.85,4.0,True,True,True,True,True,True,True,A30RAYNDOWQ61S,pilot_one_week,A30RAYNDOWQ61S,2
0.766,1.0,1.0,2.0667166666666668,,2.0667166666666668,0.75008,1.0,0.6666666666666666,1.5744516666666664,1.510615,1.60637,1.440645,0.65,1.83873,0.7,1.44398,0.65,10.0,True,True,True,True,True,True,True,A34LSCB90T5KYE,pilot_one_week,A34LSCB90T5KYE,2
1.0418,1.0,0.6666666666666666,1.6793999998333335,1.7076,1.66529999975,1.10836,1.0,0.4166666666666667,2.031311111111111,10.270645714285717,8.478672,1.7592384615384615,0.5,2.4063,0.3,1.87738125,0.45,7.0,True,True,True,True,False,True,False,A36BPBYVFDSNBB,pilot_one_week,A36BPBYVFDSNBB,2
1.2038,1.0,0.5,2.4989,2.7726666666666664,2.2251333333333334,1.0744400000000005,1.0,0.6,2.343348148148148,3.259945833333333,3.8620361111111112,2.42044,0.75,2.36968125,0.5,2.2342833333333334,0.55,8.0,True,True,True,True,False,True,True,A3D3FNUSK1A2P6,pilot_one_week,A3D3FNUSK1A2P6,2
0.7076,1.0,1.0,1.94355,,1.94355,0.7662599999999999,1.0,0.8166666666666667,1.5085749999999998,1.5174727272727273,1.506577551020408,1.530875,0.75,1.51859,0.85,1.47626,0.85,5.0,True,True,True,True,True,True,True,A3DP9IH8W5OXJL,pilot_one_week,A3DP9IH8W5OXJL,2
0.6656,1.0,1.0,2.3409,,2.3409,0.5908199999999999,1.0,0.5333333333333333,2.5339766666666668,2.630525,2.449496875,2.696585,0.55,2.517665,0.45,2.38768,0.6,5.0,True,True,True,True,True,True,False,A3G55RJTW3BSGM,pilot_one_week,A3G55RJTW3BSGM,2
0.8448,1.0,1.0,1.5530000000000002,,1.553,2.12422,1.0,0.5833333333333334,2.129613559322034,2.496904,2.134908571428572,2.031015,0.45,2.057845,0.7,2.3089473684210526,0.6,3.0,True,True,True,True,True,True,False,A3QO3HIV92H659,pilot_one_week,A3QO3HIV92H659,2
0.9519,1.0,0.6666666666666666,2.0035000000000003,1.905,2.05275,1.05622,1.0,0.65,1.5152516666666669,1.7613571428571428,1.3827333333333334,1.4552900000000002,0.75,1.63182,0.65,1.458645,0.55,6.0,True,True,True,True,True,True,True,A3S3WYVCVWW8IZ,pilot_one_week,A3S3WYVCVWW8IZ,2
1.465,1.0,0.5,5.7125,4.418333333333333,7.006666666666667,1.6810000000000005,1.0,0.6333333333333333,2.422677966101695,2.3172272727272727,2.6936315789473686,2.09485,0.6,1.7552631578947369,0.55,3.38455,0.75,56.0,True,True,True,False,True,True,True,A66QAY9ZC7PS4,pilot_one_week,A66QAY9ZC7PS4,2
0.992,1.0,0.5,1.7541666666666669,2.1323333333333334,1.376,1.628,1.0,0.5333333333333333,1.9963050847457624,2.4427857142857143,1.8790625,1.80535,0.7,2.08465,0.55,2.1043157894736844,0.35,4.0,True,True,True,True,True,True,False,A9500TJQDB94E,pilot_one_week,A9500TJQDB94E,2
1.329,1.0,1.0,2.7230000000000003,,2.7230000000000003,1.277,1.0,0.65,2.7261999999999995,2.5824761904761906,2.803589743589744,3.33265,0.75,2.525,0.5,2.32095,0.7,5.0,True,True,True,True,True,True,True,AMAEYJH3DWA1V,pilot_one_week,AMAEYJH3DWA1V,2
1.164,1.0,0.8333333333333334,2.3819666666666666,1.9708,2.4642,1.0855800000000002,1.0,0.55,2.5323816666666663,2.769066666666667,2.338730303030303,2.378005,0.65,2.8025100000000003,0.6,2.41663,0.4,4.0,True,True,True,True,True,True,False,AQN32EZB7OQRG,pilot_one_week,AQN32EZB7OQRG,2
2.4144,1.0,0.6666666666666666,2.5158666666666663,0.716,3.4158,1.7366,0.8,0.5166666666666667,0.2663833333333333,0.3842241379310344,0.1561451612903226,0.196915,0.5,0.05953,0.35,0.542705,0.7,2.0,True,True,True,True,True,False,False,AT5LT9B0GKOIK,pilot_one_week,AT5LT9B0GKOIK,2
0.797,1.0,0.8333333333333334,1.3588333333333331,1.4,1.3506,0.9944,1.0,0.5166666666666667,1.27845,1.3088620689655173,1.25,1.23435,0.65,1.3474499999999998,0.55,1.25355,0.35,2.0,True,True,True,True,True,True,False,AVSPYLB9KOHMX,pilot_one_week,AVSPYLB9KOHMX,2
0.5246,1.0,0.6666666666666666,2.8831166666666665,3.81865,2.41535,0.7763800000000001,1.0,0.7833333333333333,2.0433133333333333,1.9778615384615383,2.061417021276596,1.80562,0.75,2.181545,0.65,2.142775,0.95,5.0,True,True,True,True,True,True,True,A37R0JYAB3QEX9,pilot_same_day,A37R0JYAB3QEX9,1
1.25,1.0,0.8333333333333334,2.5108,2.2338,2.5662,0.67892,1.0,0.7166666666666667,1.4169516666666666,1.437929411764706,1.4086581395348836,1.4857900000000002,0.8,1.34944,0.7,1.415625,0.65,5.0,True,True,True,True,True,True,True,A3TBG0S2IEBVHU,pilot_same_day,A3TBG0S2IEBVHU,1
0.566,1.0,0.8333333333333334,2.9873333333333334,4.841,2.6166,0.5352,1.0,0.8,2.46315,2.73425,2.395375,2.5045,0.9,2.347,0.75,2.53795,0.75,4.0,True,True,True,True,True,True,True,A1BRJXBMTURQNT,pilot_same_day,A1BRJXBMTURQNT,1
0.544,1.0,0.8333333333333334,1.7012166666666666,1.8435,1.6727599999999998,0.47986,1.0,0.8333333333333334,1.7730983333333332,2.25143,1.677432,1.6885400000000002,0.95,1.756025,0.8,1.87473,0.75,8.0,True,True,True,True,True,True,True,A50K26F2IS94U,pilot_same_day,A50K26F2IS94U,1
2.133,1.0,0.6666666666666666,3.876083333333333,3.6837000005,3.97227499975,2.2087799996,1.0,0.7,2.9990983331833334,3.1890944443333336,2.917671428404762,2.731565,0.8,2.9846899997,0.7,3.2810399998500004,0.6,6.0,True,True,True,True,True,True,True,A33YJIL8ZY6XSB,pilot_same_day,A33YJIL8ZY6XSB,1
1.7404,1.0,0.8333333333333334,2.8350166666666663,4.0274,2.59654,1.76866,1.0,0.95,2.156915,2.2987,2.1494526315789475,2.092615,0.95,2.1633400000000003,0.95,2.21479,0.95,6.0,True,True,True,True,True,True,True,A306SRE7WZDAZS,pilot_same_day,A306SRE7WZDAZS,1
1.1498,1.0,0.6666666666666666,1.9599666666666664,2.78125,1.549325,1.32064,1.0,0.4833333333333333,1.109416666666667,1.072458064516129,1.1489241379310349,1.0645,0.55,1.14386,0.5,1.11989,0.4,4.0,True,True,True,True,True,True,False,A15UAR6NM0QVQN,pilot_same_day,A15UAR6NM0QVQN,1
0.573,1.0,1.0,2.637833333333333,,2.637833333333333,0.752,1.0,0.6,1.8677166666666667,1.8225,1.8978611111111112,1.7207,0.6,1.80455,0.6,2.0779,0.6,5.0,True,True,True,True,True,True,False,AIXO7JFFSBR5O,pilot_same_day,AIXO7JFFSBR5O,1
2.019,1.0,0.6666666666666666,3.948,4.527,3.6585,1.9462,1.0,0.7333333333333333,3.14765,3.3743125,3.065227272727273,3.0894,0.9,3.16425,0.75,3.1893,0.55,4.0,True,True,True,True,True,True,True,A1C508BB6CF8VR,pilot_same_day,A1C508BB6CF8VR,1
0.5683,1.0,1.0,2.50525,,2.50525,0.4784799999999999,1.0,0.8333333333333334,1.6058083333333333,2.03954,1.519062,1.4358499999999998,0.85,1.6788900000000002,0.85,1.702685,0.8,8.0,True,True,True,True,True,True,True,A1AKL5YH9NLD2V,pilot_same_day,A1AKL5YH9NLD2V,1
1.1384,1.0,0.6666666666666666,0.6822333333333334,1.3857,0.3305,0.278,0.8,0.5333333333333333,0.5610900000000001,0.4291285714285714,0.6765562500000001,1.058415,0.55,0.420945,0.5,0.2039099999999999,0.55,4.0,True,True,True,True,True,False,False,A3E0IFFHYQPLFE,pilot_same_day,A3E0IFFHYQPLFE,1
