img_name,sub_folder,full_path_to_img,full_path_to_processed_img,full_path_to_features_VGG
AFRICAN_PIED_HORNBILL_3.jpg,,..\birds dataset validation set renamed\AFRICAN_PIED_HORNBILL_3.jpg,..\birds dataset validation set renamed_processed_VGG\AFRICAN_PIED_HORNBILL_3.pt,..\birds dataset validation set renamed_features_VGG\AFRICAN_PIED_HORNBILL_3.pkl
AFRICAN_PIED_HORNBILL_4.jpg,,..\birds dataset validation set renamed\AFRICAN_PIED_HORNBILL_4.jpg,..\birds dataset validation set renamed_processed_VGG\AFRICAN_PIED_HORNBILL_4.pt,..\birds dataset validation set renamed_features_VGG\AFRICAN_PIED_HORNBILL_4.pkl
AFRICAN_PIED_HORNBILL_5.jpg,,..\birds dataset validation set renamed\AFRICAN_PIED_HORNBILL_5.jpg,..\birds dataset validation set renamed_processed_VGG\AFRICAN_PIED_HORNBILL_5.pt,..\birds dataset validation set renamed_features_VGG\AFRICAN_PIED_HORNBILL_5.pkl
ALBATROSS_1.jpg,,..\birds dataset validation set renamed\ALBATROSS_1.jpg,..\birds dataset validation set renamed_processed_VGG\ALBATROSS_1.pt,..\birds dataset validation set renamed_features_VGG\ALBATROSS_1.pkl
ALBATROSS_2.jpg,,..\birds dataset validation set renamed\ALBATROSS_2.jpg,..\birds dataset validation set renamed_processed_VGG\ALBATROSS_2.pt,..\birds dataset validation set renamed_features_VGG\ALBATROSS_2.pkl
ALBATROSS_3.jpg,,..\birds dataset validation set renamed\ALBATROSS_3.jpg,..\birds dataset validation set renamed_processed_VGG\ALBATROSS_3.pt,..\birds dataset validation set renamed_features_VGG\ALBATROSS_3.pkl
ALBATROSS_4.jpg,,..\birds dataset validation set renamed\ALBATROSS_4.jpg,..\birds dataset validation set renamed_processed_VGG\ALBATROSS_4.pt,..\birds dataset validation set renamed_features_VGG\ALBATROSS_4.pkl
ALBATROSS_5.jpg,,..\birds dataset validation set renamed\ALBATROSS_5.jpg,..\birds dataset validation set renamed_processed_VGG\ALBATROSS_5.pt,..\birds dataset validation set renamed_features_VGG\ALBATROSS_5.pkl
ALBERTS_TOWHEE_1.jpg,,..\birds dataset validation set renamed\ALBERTS_TOWHEE_1.jpg,..\birds dataset validation set renamed_processed_VGG\ALBERTS_TOWHEE_1.pt,..\birds dataset validation set renamed_features_VGG\ALBERTS_TOWHEE_1.pkl
ALBERTS_TOWHEE_2.jpg,,..\birds dataset validation set renamed\ALBERTS_TOWHEE_2.jpg,..\birds dataset validation set renamed_processed_VGG\ALBERTS_TOWHEE_2.pt,..\birds dataset validation set renamed_features_VGG\ALBERTS_TOWHEE_2.pkl
ALBERTS_TOWHEE_3.jpg,,..\birds dataset validation set renamed\ALBERTS_TOWHEE_3.jpg,..\birds dataset validation set renamed_processed_VGG\ALBERTS_TOWHEE_3.pt,..\birds dataset validation set renamed_features_VGG\ALBERTS_TOWHEE_3.pkl
ALBERTS_TOWHEE_4.jpg,,..\birds dataset validation set renamed\ALBERTS_TOWHEE_4.jpg,..\birds dataset validation set renamed_processed_VGG\ALBERTS_TOWHEE_4.pt,..\birds dataset validation set renamed_features_VGG\ALBERTS_TOWHEE_4.pkl
ALBERTS_TOWHEE_5.jpg,,..\birds dataset validation set renamed\ALBERTS_TOWHEE_5.jpg,..\birds dataset validation set renamed_processed_VGG\ALBERTS_TOWHEE_5.pt,..\birds dataset validation set renamed_features_VGG\ALBERTS_TOWHEE_5.pkl
ALEXANDRINE_PARAKEET_1.jpg,,..\birds dataset validation set renamed\ALEXANDRINE_PARAKEET_1.jpg,..\birds dataset validation set renamed_processed_VGG\ALEXANDRINE_PARAKEET_1.pt,..\birds dataset validation set renamed_features_VGG\ALEXANDRINE_PARAKEET_1.pkl
ALEXANDRINE_PARAKEET_2.jpg,,..\birds dataset validation set renamed\ALEXANDRINE_PARAKEET_2.jpg,..\birds dataset validation set renamed_processed_VGG\ALEXANDRINE_PARAKEET_2.pt,..\birds dataset validation set renamed_features_VGG\ALEXANDRINE_PARAKEET_2.pkl
ALEXANDRINE_PARAKEET_3.jpg,,..\birds dataset validation set renamed\ALEXANDRINE_PARAKEET_3.jpg,..\birds dataset validation set renamed_processed_VGG\ALEXANDRINE_PARAKEET_3.pt,..\birds dataset validation set renamed_features_VGG\ALEXANDRINE_PARAKEET_3.pkl
ALEXANDRINE_PARAKEET_4.jpg,,..\birds dataset validation set renamed\ALEXANDRINE_PARAKEET_4.jpg,..\birds dataset validation set renamed_processed_VGG\ALEXANDRINE_PARAKEET_4.pt,..\birds dataset validation set renamed_features_VGG\ALEXANDRINE_PARAKEET_4.pkl
ALEXANDRINE_PARAKEET_5.jpg,,..\birds dataset validation set renamed\ALEXANDRINE_PARAKEET_5.jpg,..\birds dataset validation set renamed_processed_VGG\ALEXANDRINE_PARAKEET_5.pt,..\birds dataset validation set renamed_features_VGG\ALEXANDRINE_PARAKEET_5.pkl
ALPINE_CHOUGH_1.jpg,,..\birds dataset validation set renamed\ALPINE_CHOUGH_1.jpg,..\birds dataset validation set renamed_processed_VGG\ALPINE_CHOUGH_1.pt,..\birds dataset validation set renamed_features_VGG\ALPINE_CHOUGH_1.pkl
ALPINE_CHOUGH_2.jpg,,..\birds dataset validation set renamed\ALPINE_CHOUGH_2.jpg,..\birds dataset validation set renamed_processed_VGG\ALPINE_CHOUGH_2.pt,..\birds dataset validation set renamed_features_VGG\ALPINE_CHOUGH_2.pkl
ALPINE_CHOUGH_3.jpg,,..\birds dataset validation set renamed\ALPINE_CHOUGH_3.jpg,..\birds dataset validation set renamed_processed_VGG\ALPINE_CHOUGH_3.pt,..\birds dataset validation set renamed_features_VGG\ALPINE_CHOUGH_3.pkl
ALPINE_CHOUGH_4.jpg,,..\birds dataset validation set renamed\ALPINE_CHOUGH_4.jpg,..\birds dataset validation set renamed_processed_VGG\ALPINE_CHOUGH_4.pt,..\birds dataset validation set renamed_features_VGG\ALPINE_CHOUGH_4.pkl
ALPINE_CHOUGH_5.jpg,,..\birds dataset validation set renamed\ALPINE_CHOUGH_5.jpg,..\birds dataset validation set renamed_processed_VGG\ALPINE_CHOUGH_5.pt,..\birds dataset validation set renamed_features_VGG\ALPINE_CHOUGH_5.pkl
ALTAMIRA_YELLOWTHROAT_1.jpg,,..\birds dataset validation set renamed\ALTAMIRA_YELLOWTHROAT_1.jpg,..\birds dataset validation set renamed_processed_VGG\ALTAMIRA_YELLOWTHROAT_1.pt,..\birds dataset validation set renamed_features_VGG\ALTAMIRA_YELLOWTHROAT_1.pkl
ALTAMIRA_YELLOWTHROAT_2.jpg,,..\birds dataset validation set renamed\ALTAMIRA_YELLOWTHROAT_2.jpg,..\birds dataset validation set renamed_processed_VGG\ALTAMIRA_YELLOWTHROAT_2.pt,..\birds dataset validation set renamed_features_VGG\ALTAMIRA_YELLOWTHROAT_2.pkl
ALTAMIRA_YELLOWTHROAT_3.jpg,,..\birds dataset validation set renamed\ALTAMIRA_YELLOWTHROAT_3.jpg,..\birds dataset validation set renamed_processed_VGG\ALTAMIRA_YELLOWTHROAT_3.pt,..\birds dataset validation set renamed_features_VGG\ALTAMIRA_YELLOWTHROAT_3.pkl
ALTAMIRA_YELLOWTHROAT_4.jpg,,..\birds dataset validation set renamed\ALTAMIRA_YELLOWTHROAT_4.jpg,..\birds dataset validation set renamed_processed_VGG\ALTAMIRA_YELLOWTHROAT_4.pt,..\birds dataset validation set renamed_features_VGG\ALTAMIRA_YELLOWTHROAT_4.pkl
ALTAMIRA_YELLOWTHROAT_5.jpg,,..\birds dataset validation set renamed\ALTAMIRA_YELLOWTHROAT_5.jpg,..\birds dataset validation set renamed_processed_VGG\ALTAMIRA_YELLOWTHROAT_5.pt,..\birds dataset validation set renamed_features_VGG\ALTAMIRA_YELLOWTHROAT_5.pkl
AMERICAN_AVOCET_1.jpg,,..\birds dataset validation set renamed\AMERICAN_AVOCET_1.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_AVOCET_1.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_AVOCET_1.pkl
AMERICAN_AVOCET_2.jpg,,..\birds dataset validation set renamed\AMERICAN_AVOCET_2.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_AVOCET_2.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_AVOCET_2.pkl
AMERICAN_AVOCET_3.jpg,,..\birds dataset validation set renamed\AMERICAN_AVOCET_3.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_AVOCET_3.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_AVOCET_3.pkl
AMERICAN_AVOCET_4.jpg,,..\birds dataset validation set renamed\AMERICAN_AVOCET_4.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_AVOCET_4.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_AVOCET_4.pkl
AMERICAN_AVOCET_5.jpg,,..\birds dataset validation set renamed\AMERICAN_AVOCET_5.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_AVOCET_5.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_AVOCET_5.pkl
AMERICAN_BITTERN_1.jpg,,..\birds dataset validation set renamed\AMERICAN_BITTERN_1.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_BITTERN_1.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_BITTERN_1.pkl
AMERICAN_BITTERN_2.jpg,,..\birds dataset validation set renamed\AMERICAN_BITTERN_2.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_BITTERN_2.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_BITTERN_2.pkl
AMERICAN_BITTERN_3.jpg,,..\birds dataset validation set renamed\AMERICAN_BITTERN_3.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_BITTERN_3.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_BITTERN_3.pkl
AMERICAN_BITTERN_4.jpg,,..\birds dataset validation set renamed\AMERICAN_BITTERN_4.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_BITTERN_4.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_BITTERN_4.pkl
AMERICAN_BITTERN_5.jpg,,..\birds dataset validation set renamed\AMERICAN_BITTERN_5.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_BITTERN_5.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_BITTERN_5.pkl
AMERICAN_COOT_1.jpg,,..\birds dataset validation set renamed\AMERICAN_COOT_1.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_COOT_1.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_COOT_1.pkl
AMERICAN_COOT_2.jpg,,..\birds dataset validation set renamed\AMERICAN_COOT_2.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_COOT_2.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_COOT_2.pkl
AMERICAN_COOT_3.jpg,,..\birds dataset validation set renamed\AMERICAN_COOT_3.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_COOT_3.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_COOT_3.pkl
AMERICAN_COOT_4.jpg,,..\birds dataset validation set renamed\AMERICAN_COOT_4.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_COOT_4.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_COOT_4.pkl
AMERICAN_COOT_5.jpg,,..\birds dataset validation set renamed\AMERICAN_COOT_5.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_COOT_5.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_COOT_5.pkl
AMERICAN_FLAMINGO_1.jpg,,..\birds dataset validation set renamed\AMERICAN_FLAMINGO_1.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_FLAMINGO_1.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_FLAMINGO_1.pkl
AMERICAN_FLAMINGO_2.jpg,,..\birds dataset validation set renamed\AMERICAN_FLAMINGO_2.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_FLAMINGO_2.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_FLAMINGO_2.pkl
AMERICAN_FLAMINGO_3.jpg,,..\birds dataset validation set renamed\AMERICAN_FLAMINGO_3.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_FLAMINGO_3.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_FLAMINGO_3.pkl
AMERICAN_FLAMINGO_4.jpg,,..\birds dataset validation set renamed\AMERICAN_FLAMINGO_4.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_FLAMINGO_4.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_FLAMINGO_4.pkl
AMERICAN_FLAMINGO_5.jpg,,..\birds dataset validation set renamed\AMERICAN_FLAMINGO_5.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_FLAMINGO_5.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_FLAMINGO_5.pkl
AMERICAN_GOLDFINCH_1.jpg,,..\birds dataset validation set renamed\AMERICAN_GOLDFINCH_1.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_GOLDFINCH_1.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_GOLDFINCH_1.pkl
AMERICAN_GOLDFINCH_2.jpg,,..\birds dataset validation set renamed\AMERICAN_GOLDFINCH_2.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_GOLDFINCH_2.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_GOLDFINCH_2.pkl
AMERICAN_GOLDFINCH_3.jpg,,..\birds dataset validation set renamed\AMERICAN_GOLDFINCH_3.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_GOLDFINCH_3.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_GOLDFINCH_3.pkl
AMERICAN_GOLDFINCH_4.jpg,,..\birds dataset validation set renamed\AMERICAN_GOLDFINCH_4.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_GOLDFINCH_4.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_GOLDFINCH_4.pkl
AMERICAN_GOLDFINCH_5.jpg,,..\birds dataset validation set renamed\AMERICAN_GOLDFINCH_5.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_GOLDFINCH_5.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_GOLDFINCH_5.pkl
AMERICAN_KESTREL_1.jpg,,..\birds dataset validation set renamed\AMERICAN_KESTREL_1.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_KESTREL_1.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_KESTREL_1.pkl
AMERICAN_KESTREL_2.jpg,,..\birds dataset validation set renamed\AMERICAN_KESTREL_2.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_KESTREL_2.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_KESTREL_2.pkl
AMERICAN_KESTREL_3.jpg,,..\birds dataset validation set renamed\AMERICAN_KESTREL_3.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_KESTREL_3.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_KESTREL_3.pkl
AMERICAN_KESTREL_4.jpg,,..\birds dataset validation set renamed\AMERICAN_KESTREL_4.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_KESTREL_4.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_KESTREL_4.pkl
AMERICAN_KESTREL_5.jpg,,..\birds dataset validation set renamed\AMERICAN_KESTREL_5.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_KESTREL_5.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_KESTREL_5.pkl
AMERICAN_PIPIT_1.jpg,,..\birds dataset validation set renamed\AMERICAN_PIPIT_1.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_PIPIT_1.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_PIPIT_1.pkl
AMERICAN_PIPIT_2.jpg,,..\birds dataset validation set renamed\AMERICAN_PIPIT_2.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_PIPIT_2.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_PIPIT_2.pkl
AMERICAN_PIPIT_3.jpg,,..\birds dataset validation set renamed\AMERICAN_PIPIT_3.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_PIPIT_3.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_PIPIT_3.pkl
AMERICAN_PIPIT_4.jpg,,..\birds dataset validation set renamed\AMERICAN_PIPIT_4.jpg,..\birds dataset validation set renamed_processed_VGG\AMERICAN_PIPIT_4.pt,..\birds dataset validation set renamed_features_VGG\AMERICAN_PIPIT_4.pkl
