1.1738 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.5334 	EXP 	Created image_1_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.5361 	EXP 	Created image_2_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.5388 	EXP 	Created image_3_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.5416 	EXP 	Created image_4_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.5443 	EXP 	Created image_5_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.5453 	EXP 	Created blank_screen_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.5479 	EXP 	Created fixation_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
10.5507 	EXP 	Created image_left_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_demo', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.5534 	EXP 	Created image_right_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_demo', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.8167 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.0897 	EXP 	Created text_after_demo_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_after_demo_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.0926 	EXP 	Created image_0 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_0', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.0955 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.0982 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.1009 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.1037 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.1064 	EXP 	Created image_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.1072 	EXP 	Created blank_screen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.1079 	EXP 	Created fixation_encoding = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_encoding', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.1106 	EXP 	Created image_left = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.1133 	EXP 	Created image_right = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.3757 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.3893 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.6536 	EXP 	Created image_left_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_part2', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.6563 	EXP 	Created image_right_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_part2', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.6684 	EXP 	window1: mouseVisible = True
11.6897 	EXP 	Created slider_part2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelHeight=0.03, labelWrapWidth=None, labels=list(...), name='slider_part2', opacity=None, pos=(0, -0.32), readOnly=False, self=UNKNOWN, size=(1.0, 0.05), startValue=None, style=method-wrapper(...), styleTweaks=method-wrapper(...), ticks=array([1, 2, 3, 4, 5, 6, 7, 8, 9]), units='height', win=Window(...))
11.6928 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.9657 	EXP 	Created text_last_slide = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_last_slide', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.9790 	WARNING 	t of last frame was 3654.55ms (=1/0)
11.9790 	EXP 	slider_part2: autoLog = True
11.9790 	EXP 	slider_part2: markerPos = None
11.9790 	EXP 	slider_part2: rating = None
11.9790 	EXP 	slider_part2: markerPos = None
11.9790 	EXP 	slider_part2: contrast = 1.0
11.9790 	EXP 	slider_part2: autoLog = True
11.9790 	EXP 	slider_part2: styleTweaks = []
11.9790 	EXP 	slider_part2: style = 'rating'
11.9790 	EXP 	slider_part2: styleTweaks = []
11.9790 	EXP 	text_consent_form: autoDraw = True
12.8328 	DATA 	Mouse: Left button down, pos=(744,107)
12.8370 	EXP 	text_consent_form: autoDraw = False
12.8370 	EXP 	text_instructions_first_slide: autoDraw = True
12.9049 	DATA 	Mouse:  Left button up, pos=(744,107)
13.5490 	EXP 	Imported demo_encoding.xlsx as conditions, 3 conditions, 11 params
13.5497 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
13.5500 	EXP 	New trial (rep=0, index=0): {'target': 'flower1.jpg', 'image1': 'flower1.jpg', 'image2': 'flower1_pair.jpg', 'correct': 'left', 'background_0': 'leaf3.jpg', 'background_1': 'trail1.jpg', 'background_2': 'flower1.jpg', 'background_3': 'bird1.jpg', 'background_4': 'tree3.jpg', 'background_5': 'fence4.jpg', 'target_index': 2}
13.6169 	DATA 	Keypress: space
13.6197 	WARNING 	t of last frame was 79.93ms (=1/12)
13.6197 	EXP 	text_instructions_first_slide: autoDraw = False
13.6197 	EXP 	image_0_demo: image = 'leaf3.jpg'
13.6197 	EXP 	image_1_demo: image = 'trail1.jpg'
13.6197 	EXP 	image_2_demo: image = 'flower1.jpg'
13.6197 	EXP 	image_3_demo: image = 'bird1.jpg'
13.6197 	EXP 	image_4_demo: image = 'tree3.jpg'
13.6197 	EXP 	image_5_demo: image = 'fence4.jpg'
13.6197 	EXP 	blank_screen_demo: text = ''
13.6197 	EXP 	fixation_demo: autoDraw = True
14.1019 	EXP 	image_0_demo: autoDraw = True
14.1198 	EXP 	fixation_demo: autoDraw = False
14.2981 	EXP 	image_0_demo: autoDraw = False
14.2981 	EXP 	image_1_demo: autoDraw = True
14.4970 	EXP 	image_1_demo: autoDraw = False
14.5019 	EXP 	image_2_demo: autoDraw = True
14.6944 	EXP 	image_2_demo: autoDraw = False
14.6944 	EXP 	image_3_demo: autoDraw = True
14.8908 	EXP 	image_3_demo: autoDraw = False
14.8957 	EXP 	image_4_demo: autoDraw = True
15.0923 	EXP 	image_4_demo: autoDraw = False
15.0923 	EXP 	image_5_demo: autoDraw = True
15.2862 	EXP 	image_5_demo: autoDraw = False
15.3049 	EXP 	blank_screen_demo: autoDraw = True
16.2680 	EXP 	image_0_demo: autoDraw = False
16.2680 	EXP 	image_1_demo: autoDraw = False
16.2680 	EXP 	image_2_demo: autoDraw = False
16.2680 	EXP 	image_3_demo: autoDraw = False
16.2680 	EXP 	image_4_demo: autoDraw = False
16.2680 	EXP 	image_5_demo: autoDraw = False
16.2680 	EXP 	blank_screen_demo: autoDraw = False
16.2680 	EXP 	fixation_demo: autoDraw = False
16.2680 	EXP 	image_left_demo: image = 'flower1.jpg'
16.2680 	EXP 	image_right_demo: image = 'flower1_pair.jpg'
16.2680 	EXP 	text_4: text = 'choose the image you have previously seen'
16.2680 	EXP 	image_left_demo: autoDraw = True
16.2680 	EXP 	image_right_demo: autoDraw = True
16.2680 	EXP 	text_4: autoDraw = True
16.6847 	EXP 	New trial (rep=0, index=1): {'target': 'leaf2.jpg', 'image1': 'leaf1.jpg', 'image2': 'leaf2.jpg', 'correct': 'right', 'background_0': 'trail2.jpg', 'background_1': 'leaf2.jpg', 'background_2': 'bird2.jpg', 'background_3': 'tree2.jpg', 'background_4': 'fence3.jpg', 'background_5': 'flower2.jpg', 'target_index': 1}
16.7239 	DATA 	Keypress: right
16.7262 	WARNING 	t of last frame was 44.19ms (=1/22)
16.7262 	EXP 	image_left_demo: autoDraw = False
16.7262 	EXP 	image_right_demo: autoDraw = False
16.7262 	EXP 	text_4: autoDraw = False
16.7262 	EXP 	image_0_demo: image = 'trail2.jpg'
16.7262 	EXP 	image_1_demo: image = 'leaf2.jpg'
16.7262 	EXP 	image_2_demo: image = 'bird2.jpg'
16.7262 	EXP 	image_3_demo: image = 'tree2.jpg'
16.7262 	EXP 	image_4_demo: image = 'fence3.jpg'
16.7262 	EXP 	image_5_demo: image = 'flower2.jpg'
16.7262 	EXP 	blank_screen_demo: text = ''
16.7262 	EXP 	fixation_demo: autoDraw = True
17.1919 	EXP 	image_0_demo: autoDraw = True
17.2231 	EXP 	fixation_demo: autoDraw = False
17.3839 	EXP 	image_0_demo: autoDraw = False
17.4060 	EXP 	image_1_demo: autoDraw = True
17.5931 	EXP 	image_1_demo: autoDraw = False
17.5931 	EXP 	image_2_demo: autoDraw = True
17.7919 	EXP 	image_2_demo: autoDraw = False
17.7972 	EXP 	image_3_demo: autoDraw = True
17.9987 	EXP 	image_3_demo: autoDraw = False
17.9987 	EXP 	image_4_demo: autoDraw = True
18.1835 	EXP 	image_4_demo: autoDraw = False
18.2054 	EXP 	image_5_demo: autoDraw = True
18.3963 	EXP 	image_5_demo: autoDraw = False
18.3963 	EXP 	blank_screen_demo: autoDraw = True
19.4122 	WARNING 	t of last frame was 20.42ms (=1/48)
19.4122 	EXP 	image_0_demo: autoDraw = False
19.4122 	EXP 	image_1_demo: autoDraw = False
19.4122 	EXP 	image_2_demo: autoDraw = False
19.4122 	EXP 	image_3_demo: autoDraw = False
19.4122 	EXP 	image_4_demo: autoDraw = False
19.4122 	EXP 	image_5_demo: autoDraw = False
19.4122 	EXP 	blank_screen_demo: autoDraw = False
19.4122 	EXP 	fixation_demo: autoDraw = False
19.4122 	EXP 	image_left_demo: image = 'leaf1.jpg'
19.4122 	EXP 	image_right_demo: image = 'leaf2.jpg'
19.4122 	EXP 	text_4: text = 'choose the image you have previously seen'
19.4122 	EXP 	image_left_demo: autoDraw = True
19.4122 	EXP 	image_right_demo: autoDraw = True
19.4122 	EXP 	text_4: autoDraw = True
19.9148 	EXP 	New trial (rep=0, index=2): {'target': 'fence1.jpg', 'image1': 'fence1.jpg', 'image2': 'fence2.jpg', 'correct': 'left', 'background_0': 'tree1.jpg', 'background_1': 'bird3.jpg', 'background_2': 'trail3.jpg', 'background_3': 'fence1.jpg', 'background_4': 'leaf4.jpg', 'background_5': 'flower3.jpg', 'target_index': 3}
19.9485 	DATA 	Keypress: right
19.9508 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
19.9508 	EXP 	image_left_demo: autoDraw = False
19.9508 	EXP 	image_right_demo: autoDraw = False
19.9508 	EXP 	text_4: autoDraw = False
19.9508 	EXP 	image_0_demo: image = 'tree1.jpg'
19.9508 	EXP 	image_1_demo: image = 'bird3.jpg'
19.9508 	EXP 	image_2_demo: image = 'trail3.jpg'
19.9508 	EXP 	image_3_demo: image = 'fence1.jpg'
19.9508 	EXP 	image_4_demo: image = 'leaf4.jpg'
19.9508 	EXP 	image_5_demo: image = 'flower3.jpg'
19.9508 	EXP 	blank_screen_demo: text = ''
19.9508 	EXP 	fixation_demo: autoDraw = True
20.4356 	EXP 	image_0_demo: autoDraw = True
20.4397 	EXP 	fixation_demo: autoDraw = False
20.6313 	EXP 	image_0_demo: autoDraw = False
20.6313 	EXP 	image_1_demo: autoDraw = True
20.8211 	EXP 	image_1_demo: autoDraw = False
20.8372 	EXP 	image_2_demo: autoDraw = True
21.0232 	EXP 	image_2_demo: autoDraw = False
21.0232 	EXP 	image_3_demo: autoDraw = True
21.2179 	EXP 	image_3_demo: autoDraw = False
21.2354 	EXP 	image_4_demo: autoDraw = True
21.4342 	EXP 	image_4_demo: autoDraw = False
21.4342 	EXP 	image_5_demo: autoDraw = True
21.6215 	EXP 	image_5_demo: autoDraw = False
21.6345 	EXP 	blank_screen_demo: autoDraw = True
22.6301 	EXP 	image_0_demo: autoDraw = False
22.6301 	EXP 	image_1_demo: autoDraw = False
22.6301 	EXP 	image_2_demo: autoDraw = False
22.6301 	EXP 	image_3_demo: autoDraw = False
22.6301 	EXP 	image_4_demo: autoDraw = False
22.6301 	EXP 	image_5_demo: autoDraw = False
22.6301 	EXP 	blank_screen_demo: autoDraw = False
22.6301 	EXP 	fixation_demo: autoDraw = False
22.6301 	EXP 	image_left_demo: image = 'fence1.jpg'
22.6301 	EXP 	image_right_demo: image = 'fence2.jpg'
22.6301 	EXP 	text_4: text = 'choose the image you have previously seen'
22.6301 	EXP 	image_left_demo: autoDraw = True
22.6301 	EXP 	image_right_demo: autoDraw = True
22.6301 	EXP 	text_4: autoDraw = True
23.0749 	DATA 	Keypress: right
23.0770 	EXP 	image_left_demo: autoDraw = False
23.0770 	EXP 	image_right_demo: autoDraw = False
23.0770 	EXP 	text_4: autoDraw = False
23.0770 	EXP 	text_after_demo_instr: autoDraw = True
24.0203 	EXP 	Imported sub_0.csv as conditions, 60 conditions, 14 params
24.0207 	EXP 	Created sequence: sequential, trialTypes=60, nReps=1, seed=None
24.0211 	EXP 	New trial (rep=0, index=0): OrderedDict([('target', 'badlands_113.jpg'), ('selected_dist', 'badlands_225.jpg'), ('distractor_level', 0), ('image1', 'badlands_113.jpg'), ('image2', 'badlands_225.jpg'), ('correct', 'left'), ('category', 'badlands'), ('background_0', 'mountain_151.jpg'), ('background_1', 'highway_76.jpg'), ('background_2', 'badlands_113.jpg'), ('background_3', 'golf_course_221.jpg'), ('background_4', 'bridge_136.jpg'), ('background_5', 'playground_153.jpg'), ('target_index', 2)])
24.0695 	DATA 	Keypress: space
24.0722 	EXP 	text_after_demo_instr: autoDraw = False
24.0722 	EXP 	image_0: image = 'mountain_151.jpg'
24.0722 	EXP 	image_1: image = 'highway_76.jpg'
24.0722 	EXP 	image_2: image = 'badlands_113.jpg'
24.0722 	EXP 	image_3: image = 'golf_course_221.jpg'
24.0722 	EXP 	image_4: image = 'bridge_136.jpg'
24.0722 	EXP 	image_5: image = 'playground_153.jpg'
24.0722 	EXP 	blank_screen: text = ''
24.0722 	EXP 	fixation_encoding: text = '+'
24.0722 	EXP 	fixation_encoding: autoDraw = True
24.5527 	EXP 	image_0: autoDraw = True
24.5688 	EXP 	fixation_encoding: autoDraw = False
24.7521 	EXP 	image_0: autoDraw = False
24.7521 	EXP 	image_1: autoDraw = True
24.9522 	EXP 	image_1: autoDraw = False
24.9522 	EXP 	image_2: autoDraw = True
25.1484 	EXP 	image_2: autoDraw = False
25.1530 	EXP 	image_3: autoDraw = True
25.3520 	EXP 	image_3: autoDraw = False
25.3520 	EXP 	image_4: autoDraw = True
25.5517 	EXP 	image_4: autoDraw = False
25.5517 	EXP 	image_5: autoDraw = True
25.7454 	EXP 	image_5: autoDraw = False
25.7504 	EXP 	blank_screen: autoDraw = True
26.7303 	EXP 	image_0: autoDraw = False
26.7303 	EXP 	image_1: autoDraw = False
26.7303 	EXP 	image_2: autoDraw = False
26.7303 	EXP 	image_3: autoDraw = False
26.7303 	EXP 	image_4: autoDraw = False
26.7303 	EXP 	image_5: autoDraw = False
26.7303 	EXP 	blank_screen: autoDraw = False
26.7303 	EXP 	fixation_encoding: autoDraw = False
26.7303 	EXP 	image_left: image = 'badlands_113.jpg'
26.7303 	EXP 	image_right: image = 'badlands_225.jpg'
26.7303 	EXP 	text_6: text = 'choose the image you have previously seen'
26.7303 	EXP 	image_left: autoDraw = True
