0.7118 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.8499 	EXP 	Created image_right_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_demo', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.0894 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.3369 	EXP 	Created text_after_demo_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_after_demo_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.3396 	EXP 	Created image_0 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_0', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3422 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3448 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3473 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3500 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3525 	EXP 	Created image_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3533 	EXP 	Created blank_screen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.3539 	EXP 	Created fixation_encoding = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_encoding', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.3565 	EXP 	Created image_left = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3590 	EXP 	Created image_right = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.5974 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.6090 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.8501 	EXP 	Created image_left_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_part2', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.8527 	EXP 	Created image_right_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_part2', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.8638 	EXP 	window1: mouseVisible = True
10.8825 	EXP 	Created slider_part2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelHeight=0.03, labelWrapWidth=None, labels=list(...), name='slider_part2', opacity=None, pos=(0, -0.32), readOnly=False, self=UNKNOWN, size=(1.0, 0.05), startValue=None, style=method-wrapper(...), styleTweaks=method-wrapper(...), ticks=array([1, 2, 3, 4, 5, 6, 7, 8, 9]), units='height', win=Window(...))
10.8853 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.1314 	EXP 	Created text_last_slide = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_last_slide', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.1425 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
11.1425 	EXP 	slider_part2: autoLog = True
11.1425 	EXP 	slider_part2: markerPos = None
11.1425 	EXP 	slider_part2: rating = None
11.1425 	EXP 	slider_part2: markerPos = None
11.1425 	EXP 	slider_part2: contrast = 1.0
11.1425 	EXP 	slider_part2: autoLog = True
11.1425 	EXP 	slider_part2: styleTweaks = []
11.1425 	EXP 	slider_part2: style = 'rating'
11.1425 	EXP 	slider_part2: styleTweaks = []
11.1425 	EXP 	text_consent_form: autoDraw = True
27.5613 	DATA 	Mouse: Left button down, pos=(751,129)
27.5662 	EXP 	text_consent_form: autoDraw = False
27.5662 	EXP 	text_instructions_first_slide: autoDraw = True
27.6863 	DATA 	Mouse:  Left button up, pos=(751,129)
48.2251 	EXP 	Imported demo_encoding.xlsx as conditions, 3 conditions, 11 params
48.2260 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
48.2266 	EXP 	New trial (rep=0, index=0): {'target': 'flower1.jpg', 'image1': 'flower1.jpg', 'image2': 'flower1_pair.jpg', 'correct': 'left', 'background_0': 'leaf3.jpg', 'background_1': 'trail1.jpg', 'background_2': 'flower1.jpg', 'background_3': 'bird1.jpg', 'background_4': 'tree3.jpg', 'background_5': 'fence4.jpg', 'target_index': 2}
48.3092 	DATA 	Keypress: space
48.3132 	EXP 	text_instructions_first_slide: autoDraw = False
48.3132 	EXP 	image_0_demo: image = 'leaf3.jpg'
48.3132 	EXP 	image_1_demo: image = 'trail1.jpg'
48.3132 	EXP 	image_2_demo: image = 'flower1.jpg'
48.3132 	EXP 	image_3_demo: image = 'bird1.jpg'
48.3132 	EXP 	image_4_demo: image = 'tree3.jpg'
48.3132 	EXP 	image_5_demo: image = 'fence4.jpg'
48.3132 	EXP 	blank_screen_demo: text = ''
48.3132 	EXP 	fixation_demo: autoDraw = True
48.7899 	EXP 	image_0_demo: autoDraw = True
48.8058 	EXP 	fixation_demo: autoDraw = False
48.9885 	EXP 	image_0_demo: autoDraw = False
48.9941 	EXP 	image_1_demo: autoDraw = True
49.1802 	EXP 	image_1_demo: autoDraw = False
49.2001 	EXP 	image_2_demo: autoDraw = True
49.3944 	EXP 	image_2_demo: autoDraw = False
49.3944 	EXP 	image_3_demo: autoDraw = True
49.5926 	EXP 	image_3_demo: autoDraw = False
49.5926 	EXP 	image_4_demo: autoDraw = True
49.7937 	EXP 	image_4_demo: autoDraw = False
49.7937 	EXP 	image_5_demo: autoDraw = True
49.9808 	EXP 	image_5_demo: autoDraw = False
50.0015 	EXP 	blank_screen_demo: autoDraw = True
50.9493 	EXP 	image_0_demo: autoDraw = False
50.9493 	EXP 	image_1_demo: autoDraw = False
50.9493 	EXP 	image_2_demo: autoDraw = False
50.9493 	EXP 	image_3_demo: autoDraw = False
50.9493 	EXP 	image_4_demo: autoDraw = False
50.9493 	EXP 	image_5_demo: autoDraw = False
50.9493 	EXP 	blank_screen_demo: autoDraw = False
50.9493 	EXP 	fixation_demo: autoDraw = False
50.9493 	EXP 	image_left_demo: image = 'flower1.jpg'
50.9493 	EXP 	image_right_demo: image = 'flower1_pair.jpg'
50.9493 	EXP 	text_4: text = 'choose the image you have previously seen'
50.9493 	EXP 	image_left_demo: autoDraw = True
50.9493 	EXP 	image_right_demo: autoDraw = True
50.9493 	EXP 	text_4: autoDraw = True
55.2800 	EXP 	New trial (rep=0, index=1): {'target': 'leaf2.jpg', 'image1': 'leaf1.jpg', 'image2': 'leaf2.jpg', 'correct': 'right', 'background_0': 'trail2.jpg', 'background_1': 'leaf2.jpg', 'background_2': 'bird2.jpg', 'background_3': 'tree2.jpg', 'background_4': 'fence3.jpg', 'background_5': 'flower2.jpg', 'target_index': 1}
55.3565 	DATA 	Keypress: left
55.3600 	EXP 	image_left_demo: autoDraw = False
55.3600 	EXP 	image_right_demo: autoDraw = False
55.3600 	EXP 	text_4: autoDraw = False
55.3600 	EXP 	image_0_demo: image = 'trail2.jpg'
55.3600 	EXP 	image_1_demo: image = 'leaf2.jpg'
55.3600 	EXP 	image_2_demo: image = 'bird2.jpg'
55.3600 	EXP 	image_3_demo: image = 'tree2.jpg'
55.3600 	EXP 	image_4_demo: image = 'fence3.jpg'
55.3600 	EXP 	image_5_demo: image = 'flower2.jpg'
55.3600 	EXP 	blank_screen_demo: text = ''
55.3600 	EXP 	fixation_demo: autoDraw = True
55.8061 	EXP 	image_0_demo: autoDraw = True
55.8595 	EXP 	fixation_demo: autoDraw = False
56.0052 	EXP 	image_0_demo: autoDraw = False
56.0110 	EXP 	image_1_demo: autoDraw = True
56.2103 	EXP 	image_1_demo: autoDraw = False
56.2103 	EXP 	image_2_demo: autoDraw = True
56.3978 	EXP 	image_2_demo: autoDraw = False
56.4109 	EXP 	image_3_demo: autoDraw = True
56.6102 	EXP 	image_3_demo: autoDraw = False
56.6102 	EXP 	image_4_demo: autoDraw = True
56.8095 	EXP 	image_4_demo: autoDraw = False
56.8095 	EXP 	image_5_demo: autoDraw = True
56.9982 	EXP 	image_5_demo: autoDraw = False
57.0116 	EXP 	blank_screen_demo: autoDraw = True
58.0119 	EXP 	image_0_demo: autoDraw = False
58.0119 	EXP 	image_1_demo: autoDraw = False
58.0119 	EXP 	image_2_demo: autoDraw = False
58.0119 	EXP 	image_3_demo: autoDraw = False
58.0119 	EXP 	image_4_demo: autoDraw = False
58.0119 	EXP 	image_5_demo: autoDraw = False
58.0119 	EXP 	blank_screen_demo: autoDraw = False
58.0119 	EXP 	fixation_demo: autoDraw = False
58.0119 	EXP 	image_left_demo: image = 'leaf1.jpg'
58.0119 	EXP 	image_right_demo: image = 'leaf2.jpg'
58.0119 	EXP 	text_4: text = 'choose the image you have previously seen'
58.0119 	EXP 	image_left_demo: autoDraw = True
58.0119 	EXP 	image_right_demo: autoDraw = True
58.0119 	EXP 	text_4: autoDraw = True
61.6105 	EXP 	New trial (rep=0, index=2): {'target': 'fence1.jpg', 'image1': 'fence1.jpg', 'image2': 'fence2.jpg', 'correct': 'left', 'background_0': 'tree1.jpg', 'background_1': 'bird3.jpg', 'background_2': 'trail3.jpg', 'background_3': 'fence1.jpg', 'background_4': 'leaf4.jpg', 'background_5': 'flower3.jpg', 'target_index': 3}
61.6618 	DATA 	Keypress: left
61.6649 	EXP 	image_left_demo: autoDraw = False
61.6649 	EXP 	image_right_demo: autoDraw = False
61.6649 	EXP 	text_4: autoDraw = False
61.6649 	EXP 	image_0_demo: image = 'tree1.jpg'
61.6649 	EXP 	image_1_demo: image = 'bird3.jpg'
61.6649 	EXP 	image_2_demo: image = 'trail3.jpg'
61.6649 	EXP 	image_3_demo: image = 'fence1.jpg'
61.6649 	EXP 	image_4_demo: image = 'leaf4.jpg'
61.6649 	EXP 	image_5_demo: image = 'flower3.jpg'
61.6649 	EXP 	blank_screen_demo: text = ''
61.6649 	EXP 	fixation_demo: autoDraw = True
62.1434 	EXP 	image_0_demo: autoDraw = True
62.1606 	EXP 	fixation_demo: autoDraw = False
62.3425 	EXP 	image_0_demo: autoDraw = False
62.3425 	EXP 	image_1_demo: autoDraw = True
62.5380 	EXP 	image_1_demo: autoDraw = False
62.5441 	EXP 	image_2_demo: autoDraw = True
62.7432 	EXP 	image_2_demo: autoDraw = False
62.7432 	EXP 	image_3_demo: autoDraw = True
62.9311 	EXP 	image_3_demo: autoDraw = False
62.9442 	EXP 	image_4_demo: autoDraw = True
63.1437 	EXP 	image_4_demo: autoDraw = False
63.1437 	EXP 	image_5_demo: autoDraw = True
63.3447 	EXP 	image_5_demo: autoDraw = False
63.3447 	EXP 	blank_screen_demo: autoDraw = True
64.3402 	EXP 	image_0_demo: autoDraw = False
64.3402 	EXP 	image_1_demo: autoDraw = False
64.3402 	EXP 	image_2_demo: autoDraw = False
64.3402 	EXP 	image_3_demo: autoDraw = False
64.3402 	EXP 	image_4_demo: autoDraw = False
64.3402 	EXP 	image_5_demo: autoDraw = False
64.3402 	EXP 	blank_screen_demo: autoDraw = False
64.3402 	EXP 	fixation_demo: autoDraw = False
64.3402 	EXP 	image_left_demo: image = 'fence1.jpg'
64.3402 	EXP 	image_right_demo: image = 'fence2.jpg'
64.3402 	EXP 	text_4: text = 'choose the image you have previously seen'
64.3402 	EXP 	image_left_demo: autoDraw = True
64.3402 	EXP 	image_right_demo: autoDraw = True
64.3402 	EXP 	text_4: autoDraw = True
73.9599 	DATA 	Keypress: left
73.9668 	EXP 	image_left_demo: autoDraw = False
73.9668 	EXP 	image_right_demo: autoDraw = False
73.9668 	EXP 	text_4: autoDraw = False
73.9668 	EXP 	text_after_demo_instr: autoDraw = True
80.3791 	EXP 	Imported sub_4.csv as conditions, 60 conditions, 14 params
80.3797 	EXP 	Created sequence: sequential, trialTypes=60, nReps=1, seed=None
80.3802 	EXP 	New trial (rep=0, index=0): OrderedDict([('target', 'badlands_113.jpg'), ('selected_dist', 'badlands_203.jpg'), ('distractor_level', 1), ('image1', 'badlands_203.jpg'), ('image2', 'badlands_113.jpg'), ('correct', 'right'), ('category', 'badlands'), ('background_0', 'golf_course_166.jpg'), ('background_1', 'badlands_113.jpg'), ('background_2', 'bridge_39.jpg'), ('background_3', 'highway_354.jpg'), ('background_4', 'mountain_226.jpg'), ('background_5', 'playground_84.jpg'), ('target_index', 1)])
80.4404 	DATA 	Keypress: space
80.4442 	EXP 	text_after_demo_instr: autoDraw = False
80.4442 	EXP 	image_0: image = 'golf_course_166.jpg'
80.4442 	EXP 	image_1: image = 'badlands_113.jpg'
80.4442 	EXP 	image_2: image = 'bridge_39.jpg'
80.4442 	EXP 	image_3: image = 'highway_354.jpg'
80.4442 	EXP 	image_4: image = 'mountain_226.jpg'
80.4442 	EXP 	image_5: image = 'playground_84.jpg'
80.4442 	EXP 	blank_screen: text = ''
80.4442 	EXP 	fixation_encoding: text = '+'
80.4442 	EXP 	fixation_encoding: autoDraw = True
80.9233 	EXP 	image_0: autoDraw = True
80.9393 	EXP 	fixation_encoding: autoDraw = False
81.1687 	EXP 	image_0: autoDraw = False
81.1729 	EXP 	image_1: autoDraw = True
81.4215 	EXP 	image_1: autoDraw = False
81.4276 	EXP 	image_2: autoDraw = True
81.6675 	EXP 	image_2: autoDraw = False
81.6866 	EXP 	image_3: autoDraw = True
81.9305 	EXP 	image_3: autoDraw = False
81.9305 	EXP 	image_4: autoDraw = True
82.1793 	EXP 	image_4: autoDraw = False
82.1858 	EXP 	image_5: autoDraw = True
82.4374 	EXP 	image_5: autoDraw = False
82.4374 	EXP 	blank_screen: autoDraw = True
83.4142 	EXP 	image_0: autoDraw = False
83.4142 	EXP 	image_1: autoDraw = False
83.4142 	EXP 	image_2: autoDraw = False
83.4142 	EXP 	image_3: autoDraw = False
83.4142 	EXP 	image_4: autoDraw = False
83.4142 	EXP 	image_5: autoDraw = False
83.4142 	EXP 	blank_screen: autoDraw = False
83.4142 	EXP 	fixation_encoding: autoDraw = False
83.4142 	EXP 	image_left: image = 'badlands_203.jpg'
83.4142 	EXP 	image_right: image = 'badlands_113.jpg'
83.4142 	EXP 	text_6: text = 'choose the image you have previously seen'
83.4142 	EXP 	image_left: autoDraw = True
