0.6743 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.9706 	EXP 	Created blank_screen_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.9757 	EXP 	Created fixation_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
10.9784 	EXP 	Created image_left_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_demo', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.9810 	EXP 	Created image_right_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_demo', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.2118 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.4511 	EXP 	Created text_after_demo_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_after_demo_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.4538 	EXP 	Created image_0 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_0', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.4562 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.4586 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.4611 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.4635 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.4660 	EXP 	Created image_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.4667 	EXP 	Created blank_screen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.4674 	EXP 	Created fixation_encoding = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_encoding', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.4698 	EXP 	Created image_left = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.4724 	EXP 	Created image_right = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.7030 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.7146 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.9477 	EXP 	Created image_left_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_part2', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.9504 	EXP 	Created image_right_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_part2', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
11.9606 	EXP 	window1: mouseVisible = True
11.9795 	EXP 	Created slider_part2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelHeight=0.03, labelWrapWidth=None, labels=list(...), name='slider_part2', opacity=None, pos=(0, -0.32), readOnly=False, self=UNKNOWN, size=(1.0, 0.05), startValue=None, style=method-wrapper(...), styleTweaks=method-wrapper(...), ticks=array([1, 2, 3, 4, 5, 6, 7, 8, 9]), units='height', win=Window(...))
11.9824 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
12.2221 	EXP 	Created text_last_slide = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_last_slide', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
12.2330 	WARNING 	t of last frame was 2556.59ms (=1/0)
12.2330 	EXP 	slider_part2: autoLog = True
12.2330 	EXP 	slider_part2: markerPos = None
12.2330 	EXP 	slider_part2: rating = None
12.2330 	EXP 	slider_part2: markerPos = None
12.2330 	EXP 	slider_part2: contrast = 1.0
12.2330 	EXP 	slider_part2: autoLog = True
12.2330 	EXP 	slider_part2: styleTweaks = []
12.2330 	EXP 	slider_part2: style = 'rating'
12.2330 	EXP 	slider_part2: styleTweaks = []
12.2330 	EXP 	text_consent_form: autoDraw = True
23.8546 	DATA 	Mouse: Left button down, pos=(730,152)
23.8587 	EXP 	text_consent_form: autoDraw = False
23.8587 	EXP 	text_instructions_first_slide: autoDraw = True
24.0311 	DATA 	Mouse:  Left button up, pos=(730,151)
43.0698 	EXP 	Imported demo_encoding.xlsx as conditions, 3 conditions, 11 params
43.0708 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
43.0713 	EXP 	New trial (rep=0, index=0): {'target': 'flower1.jpg', 'image1': 'flower1.jpg', 'image2': 'flower1_pair.jpg', 'correct': 'left', 'background_0': 'leaf3.jpg', 'background_1': 'trail1.jpg', 'background_2': 'flower1.jpg', 'background_3': 'bird1.jpg', 'background_4': 'tree3.jpg', 'background_5': 'fence4.jpg', 'target_index': 2}
43.1517 	DATA 	Keypress: space
43.1556 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
43.1556 	EXP 	text_instructions_first_slide: autoDraw = False
43.1556 	EXP 	image_0_demo: image = 'leaf3.jpg'
43.1556 	EXP 	image_1_demo: image = 'trail1.jpg'
43.1556 	EXP 	image_2_demo: image = 'flower1.jpg'
43.1556 	EXP 	image_3_demo: image = 'bird1.jpg'
43.1556 	EXP 	image_4_demo: image = 'tree3.jpg'
43.1556 	EXP 	image_5_demo: image = 'fence4.jpg'
43.1556 	EXP 	blank_screen_demo: text = ''
43.1556 	EXP 	fixation_demo: autoDraw = True
43.6331 	EXP 	image_0_demo: autoDraw = True
43.6408 	EXP 	fixation_demo: autoDraw = False
43.8323 	EXP 	image_0_demo: autoDraw = False
43.8381 	EXP 	image_1_demo: autoDraw = True
44.0289 	EXP 	image_1_demo: autoDraw = False
44.0289 	EXP 	image_2_demo: autoDraw = True
44.2300 	EXP 	image_2_demo: autoDraw = False
44.2300 	EXP 	image_3_demo: autoDraw = True
44.4295 	EXP 	image_3_demo: autoDraw = False
44.4337 	EXP 	image_4_demo: autoDraw = True
44.6242 	EXP 	image_4_demo: autoDraw = False
44.6379 	EXP 	image_5_demo: autoDraw = True
44.8381 	EXP 	image_5_demo: autoDraw = False
44.8381 	EXP 	blank_screen_demo: autoDraw = True
45.7890 	EXP 	image_0_demo: autoDraw = False
45.7890 	EXP 	image_1_demo: autoDraw = False
45.7890 	EXP 	image_2_demo: autoDraw = False
45.7890 	EXP 	image_3_demo: autoDraw = False
45.7890 	EXP 	image_4_demo: autoDraw = False
45.7890 	EXP 	image_5_demo: autoDraw = False
45.7890 	EXP 	blank_screen_demo: autoDraw = False
45.7890 	EXP 	fixation_demo: autoDraw = False
45.7890 	EXP 	image_left_demo: image = 'flower1.jpg'
45.7890 	EXP 	image_right_demo: image = 'flower1_pair.jpg'
45.7890 	EXP 	text_4: text = 'choose the image you have previously seen'
45.7890 	EXP 	image_left_demo: autoDraw = True
45.7890 	EXP 	image_right_demo: autoDraw = True
45.7890 	EXP 	text_4: autoDraw = True
48.3440 	DATA 	Mouse: Left button down, pos=(568,314)
48.5367 	DATA 	Mouse:  Left button up, pos=(567,315)
51.0608 	DATA 	Mouse: Left button down, pos=(456,499)
51.2019 	DATA 	Mouse:  Left button up, pos=(456,499)
55.3316 	EXP 	New trial (rep=0, index=1): {'target': 'leaf2.jpg', 'image1': 'leaf1.jpg', 'image2': 'leaf2.jpg', 'correct': 'right', 'background_0': 'trail2.jpg', 'background_1': 'leaf2.jpg', 'background_2': 'bird2.jpg', 'background_3': 'tree2.jpg', 'background_4': 'fence3.jpg', 'background_5': 'flower2.jpg', 'target_index': 1}
55.4206 	DATA 	Keypress: left
55.4240 	EXP 	image_left_demo: autoDraw = False
55.4240 	EXP 	image_right_demo: autoDraw = False
55.4240 	EXP 	text_4: autoDraw = False
55.4240 	EXP 	image_0_demo: image = 'trail2.jpg'
55.4240 	EXP 	image_1_demo: image = 'leaf2.jpg'
55.4240 	EXP 	image_2_demo: image = 'bird2.jpg'
55.4240 	EXP 	image_3_demo: image = 'tree2.jpg'
55.4240 	EXP 	image_4_demo: image = 'fence3.jpg'
55.4240 	EXP 	image_5_demo: image = 'flower2.jpg'
55.4240 	EXP 	blank_screen_demo: text = ''
55.4240 	EXP 	fixation_demo: autoDraw = True
55.8542 	EXP 	image_0_demo: autoDraw = True
55.9180 	EXP 	fixation_demo: autoDraw = False
56.0445 	EXP 	image_0_demo: autoDraw = False
56.0502 	EXP 	image_1_demo: autoDraw = True
56.2407 	EXP 	image_1_demo: autoDraw = False
56.2609 	EXP 	image_2_demo: autoDraw = True
56.4611 	EXP 	image_2_demo: autoDraw = False
56.4611 	EXP 	image_3_demo: autoDraw = True
56.6607 	EXP 	image_3_demo: autoDraw = False
56.6607 	EXP 	image_4_demo: autoDraw = True
56.8592 	EXP 	image_4_demo: autoDraw = False
56.8592 	EXP 	image_5_demo: autoDraw = True
57.0560 	EXP 	image_5_demo: autoDraw = False
57.0560 	EXP 	blank_screen_demo: autoDraw = True
58.0713 	EXP 	image_0_demo: autoDraw = False
58.0713 	EXP 	image_1_demo: autoDraw = False
58.0713 	EXP 	image_2_demo: autoDraw = False
58.0713 	EXP 	image_3_demo: autoDraw = False
58.0713 	EXP 	image_4_demo: autoDraw = False
58.0713 	EXP 	image_5_demo: autoDraw = False
58.0713 	EXP 	blank_screen_demo: autoDraw = False
58.0713 	EXP 	fixation_demo: autoDraw = False
58.0713 	EXP 	image_left_demo: image = 'leaf1.jpg'
58.0713 	EXP 	image_right_demo: image = 'leaf2.jpg'
58.0713 	EXP 	text_4: text = 'choose the image you have previously seen'
58.0713 	EXP 	image_left_demo: autoDraw = True
58.0713 	EXP 	image_right_demo: autoDraw = True
58.0713 	EXP 	text_4: autoDraw = True
59.2760 	EXP 	New trial (rep=0, index=2): {'target': 'fence1.jpg', 'image1': 'fence1.jpg', 'image2': 'fence2.jpg', 'correct': 'left', 'background_0': 'tree1.jpg', 'background_1': 'bird3.jpg', 'background_2': 'trail3.jpg', 'background_3': 'fence1.jpg', 'background_4': 'leaf4.jpg', 'background_5': 'flower3.jpg', 'target_index': 3}
59.3206 	DATA 	Keypress: left
59.3240 	EXP 	image_left_demo: autoDraw = False
59.3240 	EXP 	image_right_demo: autoDraw = False
59.3240 	EXP 	text_4: autoDraw = False
59.3240 	EXP 	image_0_demo: image = 'tree1.jpg'
59.3240 	EXP 	image_1_demo: image = 'bird3.jpg'
59.3240 	EXP 	image_2_demo: image = 'trail3.jpg'
59.3240 	EXP 	image_3_demo: image = 'fence1.jpg'
59.3240 	EXP 	image_4_demo: image = 'leaf4.jpg'
59.3240 	EXP 	image_5_demo: image = 'flower3.jpg'
59.3240 	EXP 	blank_screen_demo: text = ''
59.3240 	EXP 	fixation_demo: autoDraw = True
59.8083 	EXP 	image_0_demo: autoDraw = True
59.8220 	EXP 	fixation_demo: autoDraw = False
60.0032 	EXP 	image_0_demo: autoDraw = False
60.0032 	EXP 	image_1_demo: autoDraw = True
60.1998 	EXP 	image_1_demo: autoDraw = False
60.1998 	EXP 	image_2_demo: autoDraw = True
60.3947 	EXP 	image_2_demo: autoDraw = False
60.4077 	EXP 	image_3_demo: autoDraw = True
60.6047 	EXP 	image_3_demo: autoDraw = False
60.6047 	EXP 	image_4_demo: autoDraw = True
60.8063 	EXP 	image_4_demo: autoDraw = False
60.8063 	EXP 	image_5_demo: autoDraw = True
60.9946 	EXP 	image_5_demo: autoDraw = False
61.0007 	EXP 	blank_screen_demo: autoDraw = True
62.0023 	EXP 	image_0_demo: autoDraw = False
62.0023 	EXP 	image_1_demo: autoDraw = False
62.0023 	EXP 	image_2_demo: autoDraw = False
62.0023 	EXP 	image_3_demo: autoDraw = False
62.0023 	EXP 	image_4_demo: autoDraw = False
62.0023 	EXP 	image_5_demo: autoDraw = False
62.0023 	EXP 	blank_screen_demo: autoDraw = False
62.0023 	EXP 	fixation_demo: autoDraw = False
62.0023 	EXP 	image_left_demo: image = 'fence1.jpg'
62.0023 	EXP 	image_right_demo: image = 'fence2.jpg'
62.0023 	EXP 	text_4: text = 'choose the image you have previously seen'
62.0023 	EXP 	image_left_demo: autoDraw = True
62.0023 	EXP 	image_right_demo: autoDraw = True
62.0023 	EXP 	text_4: autoDraw = True
64.7100 	DATA 	Keypress: left
64.7130 	EXP 	image_left_demo: autoDraw = False
64.7130 	EXP 	image_right_demo: autoDraw = False
64.7130 	EXP 	text_4: autoDraw = False
64.7130 	EXP 	text_after_demo_instr: autoDraw = True
73.2183 	EXP 	Imported sub_3.csv as conditions, 60 conditions, 14 params
73.2189 	EXP 	Created sequence: sequential, trialTypes=60, nReps=1, seed=None
73.2194 	EXP 	New trial (rep=0, index=0): OrderedDict([('target', 'badlands_113.jpg'), ('selected_dist', 'badlands_225.jpg'), ('distractor_level', 0), ('image1', 'badlands_113.jpg'), ('image2', 'badlands_225.jpg'), ('correct', 'left'), ('category', 'badlands'), ('background_0', 'badlands_113.jpg'), ('background_1', 'mountain_62.jpg'), ('background_2', 'golf_course_241.jpg'), ('background_3', 'playground_195.jpg'), ('background_4', 'bridge_35.jpg'), ('background_5', 'highway_29.jpg'), ('target_index', 0)])
73.2813 	DATA 	Keypress: space
73.2849 	EXP 	text_after_demo_instr: autoDraw = False
73.2849 	EXP 	image_0: image = 'badlands_113.jpg'
73.2849 	EXP 	image_1: image = 'mountain_62.jpg'
73.2849 	EXP 	image_2: image = 'golf_course_241.jpg'
73.2849 	EXP 	image_3: image = 'playground_195.jpg'
73.2849 	EXP 	image_4: image = 'bridge_35.jpg'
73.2849 	EXP 	image_5: image = 'highway_29.jpg'
73.2849 	EXP 	blank_screen: text = ''
73.2849 	EXP 	fixation_encoding: text = '+'
73.2849 	EXP 	fixation_encoding: autoDraw = True
73.7599 	EXP 	image_0: autoDraw = True
73.7745 	EXP 	fixation_encoding: autoDraw = False
73.9992 	EXP 	image_0: autoDraw = False
74.0143 	EXP 	image_1: autoDraw = True
74.2637 	EXP 	image_1: autoDraw = False
74.2637 	EXP 	image_2: autoDraw = True
74.5136 	EXP 	image_2: autoDraw = False
74.5136 	EXP 	image_3: autoDraw = True
74.7614 	EXP 	image_3: autoDraw = False
74.7614 	EXP 	image_4: autoDraw = True
75.0022 	EXP 	image_4: autoDraw = False
75.0091 	EXP 	image_5: autoDraw = True
75.2565 	EXP 	image_5: autoDraw = False
75.2629 	EXP 	blank_screen: autoDraw = True
76.2396 	EXP 	image_0: autoDraw = False
76.2396 	EXP 	image_1: autoDraw = False
76.2396 	EXP 	image_2: autoDraw = False
76.2396 	EXP 	image_3: autoDraw = False
76.2396 	EXP 	image_4: autoDraw = False
76.2396 	EXP 	image_5: autoDraw = False
76.2396 	EXP 	blank_screen: autoDraw = False
76.2396 	EXP 	fixation_encoding: autoDraw = False
