0.7193 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.6630 	EXP 	Created image_0_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_0_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6656 	EXP 	Created image_1_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6681 	EXP 	Created image_2_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6707 	EXP 	Created image_3_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6733 	EXP 	Created image_4_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6758 	EXP 	Created image_5_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6767 	EXP 	Created blank_screen_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.6790 	EXP 	Created fixation_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
9.6817 	EXP 	Created image_left_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_demo', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6842 	EXP 	Created image_right_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_demo', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.9166 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.1586 	EXP 	Created text_after_demo_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_after_demo_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.1614 	EXP 	Created image_0 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_0', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1640 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1665 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1691 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1717 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1743 	EXP 	Created image_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1750 	EXP 	Created blank_screen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.1757 	EXP 	Created fixation_encoding = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_encoding', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.1783 	EXP 	Created image_left = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1807 	EXP 	Created image_right = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.4132 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.4247 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.6592 	EXP 	Created image_left_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_part2', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.6618 	EXP 	Created image_right_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_part2', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.6728 	EXP 	window1: mouseVisible = True
10.6915 	EXP 	Created slider_part2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelHeight=0.03, labelWrapWidth=None, labels=list(...), name='slider_part2', opacity=None, pos=(0, -0.32), readOnly=False, self=UNKNOWN, size=(1.0, 0.05), startValue=None, style=method-wrapper(...), styleTweaks=method-wrapper(...), ticks=array([1, 2, 3, 4, 5, 6, 7, 8, 9]), units='height', win=Window(...))
10.6943 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.9342 	EXP 	Created text_last_slide = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_last_slide', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.9443 	WARNING 	t of last frame was 2663.34ms (=1/0)
10.9443 	EXP 	slider_part2: autoLog = True
10.9443 	EXP 	slider_part2: markerPos = None
10.9443 	EXP 	slider_part2: rating = None
10.9443 	EXP 	slider_part2: markerPos = None
10.9443 	EXP 	slider_part2: contrast = 1.0
10.9443 	EXP 	slider_part2: autoLog = True
10.9443 	EXP 	slider_part2: styleTweaks = []
10.9443 	EXP 	slider_part2: style = 'rating'
10.9443 	EXP 	slider_part2: styleTweaks = []
10.9443 	EXP 	text_consent_form: autoDraw = True
29.4548 	WARNING 	t of last frame was 74.34ms (=1/13)
58.7679 	DATA 	Mouse: Left button down, pos=(751,119)
58.7729 	EXP 	text_consent_form: autoDraw = False
58.7729 	EXP 	text_instructions_first_slide: autoDraw = True
58.8713 	DATA 	Mouse:  Left button up, pos=(750,119)
60.2775 	EXP 	Imported demo_encoding.xlsx as conditions, 3 conditions, 11 params
60.2784 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
60.2790 	EXP 	New trial (rep=0, index=0): {'target': 'flower1.jpg', 'image1': 'flower1.jpg', 'image2': 'flower1_pair.jpg', 'correct': 'left', 'background_0': 'leaf3.jpg', 'background_1': 'trail1.jpg', 'background_2': 'flower1.jpg', 'background_3': 'bird1.jpg', 'background_4': 'tree3.jpg', 'background_5': 'fence4.jpg', 'target_index': 2}
60.3603 	DATA 	Keypress: space
60.3642 	WARNING 	t of last frame was 103.96ms (=1/9)
60.3642 	EXP 	text_instructions_first_slide: autoDraw = False
60.3642 	EXP 	image_0_demo: image = 'leaf3.jpg'
60.3642 	EXP 	image_1_demo: image = 'trail1.jpg'
60.3642 	EXP 	image_2_demo: image = 'flower1.jpg'
60.3642 	EXP 	image_3_demo: image = 'bird1.jpg'
60.3642 	EXP 	image_4_demo: image = 'tree3.jpg'
60.3642 	EXP 	image_5_demo: image = 'fence4.jpg'
60.3642 	EXP 	blank_screen_demo: text = ''
60.3642 	EXP 	fixation_demo: autoDraw = True
60.8528 	EXP 	image_0_demo: autoDraw = True
60.8569 	EXP 	fixation_demo: autoDraw = False
61.0509 	EXP 	image_0_demo: autoDraw = False
61.0509 	EXP 	image_1_demo: autoDraw = True
61.2511 	EXP 	image_1_demo: autoDraw = False
61.2511 	EXP 	image_2_demo: autoDraw = True
61.4504 	EXP 	image_2_demo: autoDraw = False
61.4504 	EXP 	image_3_demo: autoDraw = True
61.6379 	EXP 	image_3_demo: autoDraw = False
61.6507 	EXP 	image_4_demo: autoDraw = True
61.8514 	EXP 	image_4_demo: autoDraw = False
61.8514 	EXP 	image_5_demo: autoDraw = True
62.0405 	EXP 	image_5_demo: autoDraw = False
62.0405 	EXP 	blank_screen_demo: autoDraw = True
62.3486 	WARNING 	t of last frame was 56.79ms (=1/17)
62.9974 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
62.9973 	EXP 	image_0_demo: autoDraw = False
62.9973 	EXP 	image_1_demo: autoDraw = False
62.9973 	EXP 	image_2_demo: autoDraw = False
62.9973 	EXP 	image_3_demo: autoDraw = False
62.9973 	EXP 	image_4_demo: autoDraw = False
62.9973 	EXP 	image_5_demo: autoDraw = False
62.9973 	EXP 	blank_screen_demo: autoDraw = False
62.9973 	EXP 	fixation_demo: autoDraw = False
62.9973 	EXP 	image_left_demo: image = 'flower1.jpg'
62.9973 	EXP 	image_right_demo: image = 'flower1_pair.jpg'
62.9973 	EXP 	text_4: text = 'choose the image you have previously seen'
62.9973 	EXP 	image_left_demo: autoDraw = True
62.9973 	EXP 	image_right_demo: autoDraw = True
62.9973 	EXP 	text_4: autoDraw = True
64.0374 	EXP 	New trial (rep=0, index=1): {'target': 'leaf2.jpg', 'image1': 'leaf1.jpg', 'image2': 'leaf2.jpg', 'correct': 'right', 'background_0': 'trail2.jpg', 'background_1': 'leaf2.jpg', 'background_2': 'bird2.jpg', 'background_3': 'tree2.jpg', 'background_4': 'fence3.jpg', 'background_5': 'flower2.jpg', 'target_index': 1}
64.1436 	DATA 	Keypress: left
64.1480 	EXP 	image_left_demo: autoDraw = False
64.1480 	EXP 	image_right_demo: autoDraw = False
64.1480 	EXP 	text_4: autoDraw = False
64.1480 	EXP 	image_0_demo: image = 'trail2.jpg'
64.1480 	EXP 	image_1_demo: image = 'leaf2.jpg'
64.1480 	EXP 	image_2_demo: image = 'bird2.jpg'
64.1480 	EXP 	image_3_demo: image = 'tree2.jpg'
64.1480 	EXP 	image_4_demo: image = 'fence3.jpg'
64.1480 	EXP 	image_5_demo: image = 'flower2.jpg'
64.1480 	EXP 	blank_screen_demo: text = ''
64.1480 	EXP 	fixation_demo: autoDraw = True
64.5684 	EXP 	image_0_demo: autoDraw = True
64.6458 	EXP 	fixation_demo: autoDraw = False
64.7633 	EXP 	image_0_demo: autoDraw = False
64.7633 	EXP 	image_1_demo: autoDraw = True
64.9584 	EXP 	image_1_demo: autoDraw = False
64.9584 	EXP 	image_2_demo: autoDraw = True
65.1588 	EXP 	image_2_demo: autoDraw = False
65.1588 	EXP 	image_3_demo: autoDraw = True
65.3598 	EXP 	image_3_demo: autoDraw = False
65.3598 	EXP 	image_4_demo: autoDraw = True
65.5464 	EXP 	image_4_demo: autoDraw = False
65.5650 	EXP 	image_5_demo: autoDraw = True
65.7658 	EXP 	image_5_demo: autoDraw = False
65.7658 	EXP 	blank_screen_demo: autoDraw = True
66.7706 	EXP 	image_0_demo: autoDraw = False
66.7706 	EXP 	image_1_demo: autoDraw = False
66.7706 	EXP 	image_2_demo: autoDraw = False
66.7706 	EXP 	image_3_demo: autoDraw = False
66.7706 	EXP 	image_4_demo: autoDraw = False
66.7706 	EXP 	image_5_demo: autoDraw = False
66.7706 	EXP 	blank_screen_demo: autoDraw = False
66.7706 	EXP 	fixation_demo: autoDraw = False
66.7706 	EXP 	image_left_demo: image = 'leaf1.jpg'
66.7706 	EXP 	image_right_demo: image = 'leaf2.jpg'
66.7706 	EXP 	text_4: text = 'choose the image you have previously seen'
66.7706 	EXP 	image_left_demo: autoDraw = True
66.7706 	EXP 	image_right_demo: autoDraw = True
66.7706 	EXP 	text_4: autoDraw = True
67.4330 	EXP 	New trial (rep=0, index=2): {'target': 'fence1.jpg', 'image1': 'fence1.jpg', 'image2': 'fence2.jpg', 'correct': 'left', 'background_0': 'tree1.jpg', 'background_1': 'bird3.jpg', 'background_2': 'trail3.jpg', 'background_3': 'fence1.jpg', 'background_4': 'leaf4.jpg', 'background_5': 'flower3.jpg', 'target_index': 3}
67.4763 	DATA 	Keypress: right
67.4796 	EXP 	image_left_demo: autoDraw = False
67.4796 	EXP 	image_right_demo: autoDraw = False
67.4796 	EXP 	text_4: autoDraw = False
67.4796 	EXP 	image_0_demo: image = 'tree1.jpg'
67.4796 	EXP 	image_1_demo: image = 'bird3.jpg'
67.4796 	EXP 	image_2_demo: image = 'trail3.jpg'
67.4796 	EXP 	image_3_demo: image = 'fence1.jpg'
67.4796 	EXP 	image_4_demo: image = 'leaf4.jpg'
67.4796 	EXP 	image_5_demo: image = 'flower3.jpg'
67.4796 	EXP 	blank_screen_demo: text = ''
67.4796 	EXP 	fixation_demo: autoDraw = True
67.9548 	EXP 	image_0_demo: autoDraw = True
67.9710 	EXP 	fixation_demo: autoDraw = False
68.1419 	EXP 	image_0_demo: autoDraw = False
68.1647 	EXP 	image_1_demo: autoDraw = True
68.3589 	EXP 	image_1_demo: autoDraw = False
68.3589 	EXP 	image_2_demo: autoDraw = True
68.5583 	EXP 	image_2_demo: autoDraw = False
68.5583 	EXP 	image_3_demo: autoDraw = True
68.7588 	EXP 	image_3_demo: autoDraw = False
68.7588 	EXP 	image_4_demo: autoDraw = True
68.9593 	EXP 	image_4_demo: autoDraw = False
68.9593 	EXP 	image_5_demo: autoDraw = True
69.1457 	EXP 	image_5_demo: autoDraw = False
69.1671 	EXP 	blank_screen_demo: autoDraw = True
70.1592 	EXP 	image_0_demo: autoDraw = False
70.1592 	EXP 	image_1_demo: autoDraw = False
70.1592 	EXP 	image_2_demo: autoDraw = False
70.1592 	EXP 	image_3_demo: autoDraw = False
70.1592 	EXP 	image_4_demo: autoDraw = False
70.1592 	EXP 	image_5_demo: autoDraw = False
70.1592 	EXP 	blank_screen_demo: autoDraw = False
70.1592 	EXP 	fixation_demo: autoDraw = False
70.1592 	EXP 	image_left_demo: image = 'fence1.jpg'
70.1592 	EXP 	image_right_demo: image = 'fence2.jpg'
70.1592 	EXP 	text_4: text = 'choose the image you have previously seen'
70.1592 	EXP 	image_left_demo: autoDraw = True
70.1592 	EXP 	image_right_demo: autoDraw = True
70.1592 	EXP 	text_4: autoDraw = True
76.0917 	DATA 	Keypress: left
76.0997 	EXP 	image_left_demo: autoDraw = False
76.0997 	EXP 	image_right_demo: autoDraw = False
76.0997 	EXP 	text_4: autoDraw = False
76.0997 	EXP 	text_after_demo_instr: autoDraw = True
77.5980 	EXP 	Imported sub_1.csv as conditions, 60 conditions, 14 params
77.5986 	EXP 	Created sequence: sequential, trialTypes=60, nReps=1, seed=None
77.5991 	EXP 	New trial (rep=0, index=0): OrderedDict([('target', 'badlands_113.jpg'), ('selected_dist', 'badlands_225.jpg'), ('distractor_level', 0), ('image1', 'badlands_225.jpg'), ('image2', 'badlands_113.jpg'), ('correct', 'right'), ('category', 'badlands'), ('background_0', 'badlands_113.jpg'), ('background_1', 'mountain_102.jpg'), ('background_2', 'golf_course_219.jpg'), ('background_3', 'bridge_102.jpg'), ('background_4', 'playground_37.jpg'), ('background_5', 'highway_178.jpg'), ('target_index', 0)])
77.6619 	DATA 	Keypress: space
77.6656 	EXP 	text_after_demo_instr: autoDraw = False
77.6656 	EXP 	image_0: image = 'badlands_113.jpg'
77.6656 	EXP 	image_1: image = 'mountain_102.jpg'
77.6656 	EXP 	image_2: image = 'golf_course_219.jpg'
77.6656 	EXP 	image_3: image = 'bridge_102.jpg'
77.6656 	EXP 	image_4: image = 'playground_37.jpg'
77.6656 	EXP 	image_5: image = 'highway_178.jpg'
77.6656 	EXP 	blank_screen: text = ''
77.6656 	EXP 	fixation_encoding: text = '+'
77.6656 	EXP 	fixation_encoding: autoDraw = True
78.1370 	EXP 	image_0: autoDraw = True
78.1586 	EXP 	fixation_encoding: autoDraw = False
78.3755 	EXP 	image_0: autoDraw = False
78.3946 	EXP 	image_1: autoDraw = True
78.6409 	EXP 	image_1: autoDraw = False
78.6470 	EXP 	image_2: autoDraw = True
78.8882 	EXP 	image_2: autoDraw = False
78.8882 	EXP 	image_3: autoDraw = True
79.1340 	EXP 	image_3: autoDraw = False
79.1340 	EXP 	image_4: autoDraw = True
79.3830 	EXP 	image_4: autoDraw = False
79.3895 	EXP 	image_5: autoDraw = True
79.6367 	EXP 	image_5: autoDraw = False
79.6367 	EXP 	blank_screen: autoDraw = True
80.6140 	EXP 	image_0: autoDraw = False
80.6140 	EXP 	image_1: autoDraw = False
80.6140 	EXP 	image_2: autoDraw = False
80.6140 	EXP 	image_3: autoDraw = False
80.6140 	EXP 	image_4: autoDraw = False
80.6140 	EXP 	image_5: autoDraw = False
80.6140 	EXP 	blank_screen: autoDraw = False
80.6140 	EXP 	fixation_encoding: autoDraw = False
80.6140 	EXP 	image_left: image = 'badlands_225.jpg'
80.6140 	EXP 	image_right: image = 'badlands_113.jpg'
80.6140 	EXP 	text_6: text = 'choose the image you have previously seen'
80.6140 	EXP 	image_left: autoDraw = True
