0.6479 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
9.6071 	EXP 	Created image_2_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6099 	EXP 	Created image_3_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6127 	EXP 	Created image_4_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6155 	EXP 	Created image_5_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5_demo', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6164 	EXP 	Created blank_screen_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.6189 	EXP 	Created fixation_demo = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_demo', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
9.6217 	EXP 	Created image_left_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_demo', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.6245 	EXP 	Created image_right_demo = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_demo', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
9.8490 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.0931 	EXP 	Created text_after_demo_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_after_demo_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.0961 	EXP 	Created image_0 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_0', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.0989 	EXP 	Created image_1 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_1', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1017 	EXP 	Created image_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_2', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1043 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1071 	EXP 	Created image_4 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_4', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1098 	EXP 	Created image_5 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_5', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1106 	EXP 	Created blank_screen = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-6.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='blank_screen', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.1113 	EXP 	Created fixation_encoding = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='fixation_encoding', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.1140 	EXP 	Created image_left = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.1168 	EXP 	Created image_right = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3371 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.3502 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_2', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.5742 	EXP 	Created image_left_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_left_part2', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.5770 	EXP 	Created image_right_part2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='image_right_part2', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.5881 	EXP 	window1: mouseVisible = True
10.6071 	EXP 	Created slider_part2 = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-2, fillColor=None, flip=False, font='Open Sans', granularity=0.0, labelHeight=0.03, labelWrapWidth=None, labels=list(...), name='slider_part2', opacity=None, pos=(0, -0.32), readOnly=False, self=UNKNOWN, size=(1.0, 0.05), startValue=None, style=method-wrapper(...), styleTweaks=method-wrapper(...), ticks=array([1, 2, 3, 4, 5, 6, 7, 8, 9]), units='height', win=Window(...))
10.6099 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1, ori=0.0, pos=array([0. , 0.4]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.8405 	EXP 	Created text_last_slide = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_last_slide', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.8518 	WARNING 	t of last frame was 2490.69ms (=1/0)
10.8518 	EXP 	slider_part2: autoLog = True
10.8518 	EXP 	slider_part2: markerPos = None
10.8518 	EXP 	slider_part2: rating = None
10.8518 	EXP 	slider_part2: markerPos = None
10.8518 	EXP 	slider_part2: contrast = 1.0
10.8518 	EXP 	slider_part2: autoLog = True
10.8518 	EXP 	slider_part2: styleTweaks = []
10.8518 	EXP 	slider_part2: style = 'rating'
10.8518 	EXP 	slider_part2: styleTweaks = []
10.8518 	EXP 	text_consent_form: autoDraw = True
11.8389 	DATA 	Mouse: Left button down, pos=(793,138)
11.8443 	EXP 	text_consent_form: autoDraw = False
11.8443 	EXP 	text_instructions_first_slide: autoDraw = True
11.9624 	DATA 	Mouse:  Left button up, pos=(793,138)
15.6350 	EXP 	Imported demo_encoding.xlsx as conditions, 3 conditions, 11 params
15.6359 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
15.6365 	EXP 	New trial (rep=0, index=0): {'target': 'flower1.jpg', 'image1': 'flower1.jpg', 'image2': 'flower1_pair.jpg', 'correct': 'left', 'background_0': 'leaf3.jpg', 'background_1': 'trail1.jpg', 'background_2': 'flower1.jpg', 'background_3': 'bird1.jpg', 'background_4': 'tree3.jpg', 'background_5': 'fence4.jpg', 'target_index': 2}
15.7299 	DATA 	Keypress: space
15.7339 	WARNING 	t of last frame was 114.61ms (=1/8)
15.7339 	EXP 	text_instructions_first_slide: autoDraw = False
15.7339 	EXP 	image_0_demo: image = 'leaf3.jpg'
15.7339 	EXP 	image_1_demo: image = 'trail1.jpg'
15.7339 	EXP 	image_2_demo: image = 'flower1.jpg'
15.7339 	EXP 	image_3_demo: image = 'bird1.jpg'
15.7339 	EXP 	image_4_demo: image = 'tree3.jpg'
15.7339 	EXP 	image_5_demo: image = 'fence4.jpg'
15.7339 	EXP 	blank_screen_demo: text = ''
15.7339 	EXP 	fixation_demo: autoDraw = True
16.2121 	EXP 	image_0_demo: autoDraw = True
16.2306 	EXP 	fixation_demo: autoDraw = False
16.4071 	EXP 	image_0_demo: autoDraw = False
16.4071 	EXP 	image_1_demo: autoDraw = True
16.5981 	EXP 	image_1_demo: autoDraw = False
16.6095 	EXP 	image_2_demo: autoDraw = True
16.8033 	EXP 	image_2_demo: autoDraw = False
16.8033 	EXP 	image_3_demo: autoDraw = True
16.9904 	EXP 	image_3_demo: autoDraw = False
17.0094 	EXP 	image_4_demo: autoDraw = True
17.2000 	EXP 	image_4_demo: autoDraw = False
17.2136 	EXP 	image_5_demo: autoDraw = True
17.4128 	EXP 	image_5_demo: autoDraw = False
17.4128 	EXP 	blank_screen_demo: autoDraw = True
18.3511 	WARNING 	t of last frame was 29.72ms (=1/33)
18.3511 	EXP 	image_0_demo: autoDraw = False
18.3511 	EXP 	image_1_demo: autoDraw = False
18.3511 	EXP 	image_2_demo: autoDraw = False
18.3511 	EXP 	image_3_demo: autoDraw = False
18.3511 	EXP 	image_4_demo: autoDraw = False
18.3511 	EXP 	image_5_demo: autoDraw = False
18.3511 	EXP 	blank_screen_demo: autoDraw = False
18.3511 	EXP 	fixation_demo: autoDraw = False
18.3511 	EXP 	image_left_demo: image = 'flower1.jpg'
18.3511 	EXP 	image_right_demo: image = 'flower1_pair.jpg'
18.3511 	EXP 	text_4: text = 'choose the image you have previously seen'
18.3511 	EXP 	image_left_demo: autoDraw = True
18.3511 	EXP 	image_right_demo: autoDraw = True
18.3511 	EXP 	text_4: autoDraw = True
18.7625 	EXP 	New trial (rep=0, index=1): {'target': 'leaf2.jpg', 'image1': 'leaf1.jpg', 'image2': 'leaf2.jpg', 'correct': 'right', 'background_0': 'trail2.jpg', 'background_1': 'leaf2.jpg', 'background_2': 'bird2.jpg', 'background_3': 'tree2.jpg', 'background_4': 'fence3.jpg', 'background_5': 'flower2.jpg', 'target_index': 1}
18.8206 	DATA 	Keypress: left
18.8241 	WARNING 	t of last frame was 63.31ms (=1/15)
18.8241 	EXP 	image_left_demo: autoDraw = False
18.8241 	EXP 	image_right_demo: autoDraw = False
18.8241 	EXP 	text_4: autoDraw = False
18.8241 	EXP 	image_0_demo: image = 'trail2.jpg'
18.8241 	EXP 	image_1_demo: image = 'leaf2.jpg'
18.8241 	EXP 	image_2_demo: image = 'bird2.jpg'
18.8241 	EXP 	image_3_demo: image = 'tree2.jpg'
18.8241 	EXP 	image_4_demo: image = 'fence3.jpg'
18.8241 	EXP 	image_5_demo: image = 'flower2.jpg'
18.8241 	EXP 	blank_screen_demo: text = ''
18.8241 	EXP 	fixation_demo: autoDraw = True
19.2866 	EXP 	image_0_demo: autoDraw = True
19.3195 	EXP 	fixation_demo: autoDraw = False
19.4821 	EXP 	image_0_demo: autoDraw = False
19.4821 	EXP 	image_1_demo: autoDraw = True
19.6687 	EXP 	image_1_demo: autoDraw = False
19.6903 	EXP 	image_2_demo: autoDraw = True
19.8862 	EXP 	image_2_demo: autoDraw = False
19.8862 	EXP 	image_3_demo: autoDraw = True
20.0823 	EXP 	image_3_demo: autoDraw = False
20.0823 	EXP 	image_4_demo: autoDraw = True
20.2681 	EXP 	image_4_demo: autoDraw = False
20.2883 	EXP 	image_5_demo: autoDraw = True
20.4831 	EXP 	image_5_demo: autoDraw = False
20.4831 	EXP 	blank_screen_demo: autoDraw = True
21.5100 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
21.5100 	EXP 	image_0_demo: autoDraw = False
21.5100 	EXP 	image_1_demo: autoDraw = False
21.5100 	EXP 	image_2_demo: autoDraw = False
21.5100 	EXP 	image_3_demo: autoDraw = False
21.5100 	EXP 	image_4_demo: autoDraw = False
21.5100 	EXP 	image_5_demo: autoDraw = False
21.5100 	EXP 	blank_screen_demo: autoDraw = False
21.5100 	EXP 	fixation_demo: autoDraw = False
21.5100 	EXP 	image_left_demo: image = 'leaf1.jpg'
21.5100 	EXP 	image_right_demo: image = 'leaf2.jpg'
21.5100 	EXP 	text_4: text = 'choose the image you have previously seen'
21.5100 	EXP 	image_left_demo: autoDraw = True
21.5100 	EXP 	image_right_demo: autoDraw = True
21.5100 	EXP 	text_4: autoDraw = True
21.7694 	EXP 	New trial (rep=0, index=2): {'target': 'fence1.jpg', 'image1': 'fence1.jpg', 'image2': 'fence2.jpg', 'correct': 'left', 'background_0': 'tree1.jpg', 'background_1': 'bird3.jpg', 'background_2': 'trail3.jpg', 'background_3': 'fence1.jpg', 'background_4': 'leaf4.jpg', 'background_5': 'flower3.jpg', 'target_index': 3}
21.8268 	DATA 	Keypress: left
21.8303 	EXP 	image_left_demo: autoDraw = False
21.8303 	EXP 	image_right_demo: autoDraw = False
21.8303 	EXP 	text_4: autoDraw = False
21.8303 	EXP 	image_0_demo: image = 'tree1.jpg'
21.8303 	EXP 	image_1_demo: image = 'bird3.jpg'
21.8303 	EXP 	image_2_demo: image = 'trail3.jpg'
21.8303 	EXP 	image_3_demo: image = 'fence1.jpg'
21.8303 	EXP 	image_4_demo: image = 'leaf4.jpg'
21.8303 	EXP 	image_5_demo: image = 'flower3.jpg'
21.8303 	EXP 	blank_screen_demo: text = ''
21.8303 	EXP 	fixation_demo: autoDraw = True
22.3082 	EXP 	image_0_demo: autoDraw = True
22.3242 	EXP 	fixation_demo: autoDraw = False
22.5002 	EXP 	image_0_demo: autoDraw = False
22.5140 	EXP 	image_1_demo: autoDraw = True
22.7064 	EXP 	image_1_demo: autoDraw = False
22.7064 	EXP 	image_2_demo: autoDraw = True
22.9059 	EXP 	image_2_demo: autoDraw = False
22.9111 	EXP 	image_3_demo: autoDraw = True
23.1007 	EXP 	image_3_demo: autoDraw = False
23.1143 	EXP 	image_4_demo: autoDraw = True
23.3135 	EXP 	image_4_demo: autoDraw = False
23.3135 	EXP 	image_5_demo: autoDraw = True
23.5012 	EXP 	image_5_demo: autoDraw = False
23.5077 	EXP 	blank_screen_demo: autoDraw = True
24.4931 	EXP 	image_0_demo: autoDraw = False
24.4931 	EXP 	image_1_demo: autoDraw = False
24.4931 	EXP 	image_2_demo: autoDraw = False
24.4931 	EXP 	image_3_demo: autoDraw = False
24.4931 	EXP 	image_4_demo: autoDraw = False
24.4931 	EXP 	image_5_demo: autoDraw = False
24.4931 	EXP 	blank_screen_demo: autoDraw = False
24.4931 	EXP 	fixation_demo: autoDraw = False
24.4931 	EXP 	image_left_demo: image = 'fence1.jpg'
24.4931 	EXP 	image_right_demo: image = 'fence2.jpg'
24.4931 	EXP 	text_4: text = 'choose the image you have previously seen'
24.4931 	EXP 	image_left_demo: autoDraw = True
24.4931 	EXP 	image_right_demo: autoDraw = True
24.4931 	EXP 	text_4: autoDraw = True
24.7324 	DATA 	Keypress: left
24.7360 	EXP 	image_left_demo: autoDraw = False
24.7360 	EXP 	image_right_demo: autoDraw = False
24.7360 	EXP 	text_4: autoDraw = False
24.7360 	EXP 	text_after_demo_instr: autoDraw = True
71.5584 	EXP 	Imported sub_4.csv as conditions, 60 conditions, 14 params
71.5590 	EXP 	Created sequence: sequential, trialTypes=60, nReps=1, seed=None
71.5595 	EXP 	New trial (rep=0, index=0): OrderedDict([('target', 'badlands_113.jpg'), ('selected_dist', 'badlands_203.jpg'), ('distractor_level', 1), ('image1', 'badlands_203.jpg'), ('image2', 'badlands_113.jpg'), ('correct', 'right'), ('category', 'badlands'), ('background_0', 'golf_course_166.jpg'), ('background_1', 'badlands_113.jpg'), ('background_2', 'bridge_39.jpg'), ('background_3', 'highway_354.jpg'), ('background_4', 'mountain_226.jpg'), ('background_5', 'playground_84.jpg'), ('target_index', 1)])
71.6204 	DATA 	Keypress: space
71.6240 	EXP 	text_after_demo_instr: autoDraw = False
71.6240 	EXP 	image_0: image = 'golf_course_166.jpg'
71.6240 	EXP 	image_1: image = 'badlands_113.jpg'
71.6240 	EXP 	image_2: image = 'bridge_39.jpg'
71.6240 	EXP 	image_3: image = 'highway_354.jpg'
71.6240 	EXP 	image_4: image = 'mountain_226.jpg'
71.6240 	EXP 	image_5: image = 'playground_84.jpg'
71.6240 	EXP 	blank_screen: text = ''
71.6240 	EXP 	fixation_encoding: text = '+'
71.6240 	EXP 	fixation_encoding: autoDraw = True
72.5919 	EXP 	image_0: autoDraw = True
72.6221 	EXP 	fixation_encoding: autoDraw = False
72.8377 	EXP 	image_0: autoDraw = False
72.8436 	EXP 	image_1: autoDraw = True
73.0846 	EXP 	image_1: autoDraw = False
73.1048 	EXP 	image_2: autoDraw = True
73.3454 	EXP 	image_2: autoDraw = False
73.3454 	EXP 	image_3: autoDraw = True
73.5950 	EXP 	image_3: autoDraw = False
73.5950 	EXP 	image_4: autoDraw = True
73.8356 	EXP 	image_4: autoDraw = False
73.8412 	EXP 	image_5: autoDraw = True
74.0852 	EXP 	image_5: autoDraw = False
74.0913 	EXP 	blank_screen: autoDraw = True
75.0749 	EXP 	image_0: autoDraw = False
75.0749 	EXP 	image_1: autoDraw = False
75.0749 	EXP 	image_2: autoDraw = False
75.0749 	EXP 	image_3: autoDraw = False
75.0749 	EXP 	image_4: autoDraw = False
75.0749 	EXP 	image_5: autoDraw = False
75.0749 	EXP 	blank_screen: autoDraw = False
75.0749 	EXP 	fixation_encoding: autoDraw = False
75.0749 	EXP 	image_left: image = 'badlands_203.jpg'
75.0749 	EXP 	image_right: image = 'badlands_113.jpg'
75.0749 	EXP 	text_6: text = 'choose the image you have previously seen'
75.0749 	EXP 	image_left: autoDraw = True
