0.6972 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
10.3693 	EXP 	Created text_after_demo_instr = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_after_demo_instr', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
10.3722 	EXP 	Created exp_target_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='exp_target_image', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3747 	EXP 	Created exp_mask = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='exp_mask', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3771 	EXP 	Created exp_right_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='exp_right_image', opacity=1, ori=0.0, pos=array([0.3, 0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3796 	EXP 	Created exp_left_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='exp_left_image', opacity=1, ori=0.0, pos=array([-0.3,  0. ]), size=array([0.5, 0.5]), texRes=128.0, units='height', win=Window(...))
10.3803 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
10.7033 	WARNING 	t of last frame was 2972.51ms (=1/0)
10.7033 	EXP 	text_consent_form: autoDraw = True
11.6358 	EXP 	text_consent_form: autoDraw = False
11.6358 	EXP 	text_instructions_1: autoDraw = True
11.6411 	DATA 	Keypress: space
12.0797 	EXP 	Imported demo_encoding.xlsx as conditions, 6 conditions, 5 params
12.0806 	EXP 	Created sequence: sequential, trialTypes=6, nReps=1, seed=None
12.0811 	EXP 	New trial (rep=0, index=0): {'demo_target_image': 'flower1.jpg', 'demo_test_image_left': 'flower1.jpg', 'demo_test_image_right': 'flower1_pair.jpg', 'demo_test_correct': 'left', 'noise_pattern': 'noise_1.png'}
12.1519 	DATA 	Keypress: space
12.1558 	WARNING 	t of last frame was 92.06ms (=1/10)
12.1558 	EXP 	text_instructions_1: autoDraw = False
12.1558 	EXP 	demo_target: image = 'flower1.jpg'
12.1558 	EXP 	image: image = 'noise_1.png'
12.1558 	EXP 	demo_right_image: image = 'flower1_pair.jpg'
12.1558 	EXP 	demo_left_image: image = 'flower1.jpg'
12.1558 	EXP 	demo_target: autoDraw = True
12.2787 	EXP 	image: autoDraw = True
12.3053 	EXP 	demo_target: autoDraw = False
12.4301 	EXP 	image: autoDraw = False
12.4301 	EXP 	demo_right_image: autoDraw = True
12.4301 	EXP 	demo_left_image: autoDraw = True
12.4301 	EXP 	choose_the_image_you_saw: autoDraw = True
14.2733 	WARNING 	t of last frame was 25.31ms (=1/39)
19.7093 	EXP 	New trial (rep=0, index=1): {'demo_target_image': 'flower2.jpg', 'demo_test_image_left': 'flower2_pair.jpg', 'demo_test_image_right': 'flower2.jpg', 'demo_test_correct': 'right', 'noise_pattern': 'noise_2.png'}
19.7864 	DATA 	Keypress: left
19.7898 	WARNING 	t of last frame was 81.70ms (=1/12)
19.7898 	EXP 	demo_target: autoDraw = False
19.7898 	EXP 	image: autoDraw = False
19.7898 	EXP 	demo_right_image: autoDraw = False
19.7898 	EXP 	demo_left_image: autoDraw = False
19.7898 	EXP 	choose_the_image_you_saw: autoDraw = False
19.7898 	EXP 	demo_target: image = 'flower2.jpg'
19.7898 	EXP 	image: image = 'noise_2.png'
19.7898 	EXP 	demo_right_image: image = 'flower2.jpg'
19.7898 	EXP 	demo_left_image: image = 'flower2_pair.jpg'
19.7898 	EXP 	demo_target: autoDraw = True
19.8886 	EXP 	image: autoDraw = True
19.9385 	EXP 	demo_target: autoDraw = False
20.0386 	EXP 	image: autoDraw = False
20.0386 	EXP 	demo_right_image: autoDraw = True
20.0386 	EXP 	demo_left_image: autoDraw = True
20.0386 	EXP 	choose_the_image_you_saw: autoDraw = True
28.0819 	EXP 	New trial (rep=0, index=2): {'demo_target_image': 'flower3.jpg', 'demo_test_image_left': 'flower3.jpg', 'demo_test_image_right': 'flower3_pair.jpg', 'demo_test_correct': 'left', 'noise_pattern': 'noise_3.png'}
28.1156 	DATA 	Keypress: right
28.1179 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
28.1179 	EXP 	demo_target: autoDraw = False
28.1179 	EXP 	image: autoDraw = False
28.1179 	EXP 	demo_right_image: autoDraw = False
28.1179 	EXP 	demo_left_image: autoDraw = False
28.1179 	EXP 	choose_the_image_you_saw: autoDraw = False
28.1179 	EXP 	demo_target: image = 'flower3.jpg'
28.1179 	EXP 	image: image = 'noise_3.png'
28.1179 	EXP 	demo_right_image: image = 'flower3_pair.jpg'
28.1179 	EXP 	demo_left_image: image = 'flower3.jpg'
28.1179 	EXP 	demo_target: autoDraw = True
28.2458 	EXP 	image: autoDraw = True
28.2708 	EXP 	demo_target: autoDraw = False
28.3827 	EXP 	image: autoDraw = False
28.3963 	EXP 	demo_right_image: autoDraw = True
28.3963 	EXP 	demo_left_image: autoDraw = True
28.3963 	EXP 	choose_the_image_you_saw: autoDraw = True
29.3069 	EXP 	New trial (rep=0, index=3): {'demo_target_image': 'flower4.jpg', 'demo_test_image_left': 'flower4.jpg', 'demo_test_image_right': 'flower4_pair.jpg', 'demo_test_correct': 'left', 'noise_pattern': 'noise_4.png'}
29.3382 	DATA 	Keypress: left
29.3405 	EXP 	demo_target: autoDraw = False
29.3405 	EXP 	image: autoDraw = False
29.3405 	EXP 	demo_right_image: autoDraw = False
29.3405 	EXP 	demo_left_image: autoDraw = False
29.3405 	EXP 	choose_the_image_you_saw: autoDraw = False
29.3405 	EXP 	demo_target: image = 'flower4.jpg'
29.3405 	EXP 	image: image = 'noise_4.png'
29.3405 	EXP 	demo_right_image: image = 'flower4_pair.jpg'
29.3405 	EXP 	demo_left_image: image = 'flower4.jpg'
29.3405 	EXP 	demo_target: autoDraw = True
29.4793 	EXP 	image: autoDraw = True
29.4828 	EXP 	demo_target: autoDraw = False
29.6213 	EXP 	image: autoDraw = False
29.6270 	EXP 	demo_right_image: autoDraw = True
29.6270 	EXP 	demo_left_image: autoDraw = True
29.6270 	EXP 	choose_the_image_you_saw: autoDraw = True
31.1404 	EXP 	New trial (rep=0, index=4): {'demo_target_image': 'flower5.jpg', 'demo_test_image_left': 'flower5_pair.jpg', 'demo_test_image_right': 'flower5.jpg', 'demo_test_correct': 'right', 'noise_pattern': 'noise_5.png'}
31.1675 	DATA 	Keypress: left
31.1699 	EXP 	demo_target: autoDraw = False
31.1699 	EXP 	image: autoDraw = False
31.1699 	EXP 	demo_right_image: autoDraw = False
31.1699 	EXP 	demo_left_image: autoDraw = False
31.1699 	EXP 	choose_the_image_you_saw: autoDraw = False
31.1699 	EXP 	demo_target: image = 'flower5.jpg'
31.1699 	EXP 	image: image = 'noise_5.png'
31.1699 	EXP 	demo_right_image: image = 'flower5.jpg'
31.1699 	EXP 	demo_left_image: image = 'flower5_pair.jpg'
31.1699 	EXP 	demo_target: autoDraw = True
31.2996 	EXP 	image: autoDraw = True
31.3208 	EXP 	demo_target: autoDraw = False
31.4409 	EXP 	image: autoDraw = False
31.4634 	EXP 	demo_right_image: autoDraw = True
31.4634 	EXP 	demo_left_image: autoDraw = True
31.4634 	EXP 	choose_the_image_you_saw: autoDraw = True
33.2145 	EXP 	New trial (rep=0, index=5): {'demo_target_image': 'flower6.jpg', 'demo_test_image_left': 'flower6.jpg', 'demo_test_image_right': 'flower6_pair.jpg', 'demo_test_correct': 'left', 'noise_pattern': 'noise_6.png'}
33.2470 	DATA 	Keypress: right
33.2499 	EXP 	demo_target: autoDraw = False
33.2499 	EXP 	image: autoDraw = False
33.2499 	EXP 	demo_right_image: autoDraw = False
33.2499 	EXP 	demo_left_image: autoDraw = False
33.2499 	EXP 	choose_the_image_you_saw: autoDraw = False
33.2499 	EXP 	demo_target: image = 'flower6.jpg'
33.2499 	EXP 	image: image = 'noise_6.png'
33.2499 	EXP 	demo_right_image: image = 'flower6_pair.jpg'
33.2499 	EXP 	demo_left_image: image = 'flower6.jpg'
33.2499 	EXP 	demo_target: autoDraw = True
33.3964 	EXP 	demo_target: autoDraw = False
33.3964 	EXP 	image: autoDraw = True
33.5362 	EXP 	image: autoDraw = False
33.5362 	EXP 	demo_right_image: autoDraw = True
33.5362 	EXP 	demo_left_image: autoDraw = True
33.5362 	EXP 	choose_the_image_you_saw: autoDraw = True
34.1817 	DATA 	Keypress: left
34.1876 	EXP 	demo_target: autoDraw = False
34.1876 	EXP 	image: autoDraw = False
34.1876 	EXP 	demo_right_image: autoDraw = False
34.1876 	EXP 	demo_left_image: autoDraw = False
34.1876 	EXP 	choose_the_image_you_saw: autoDraw = False
34.1876 	EXP 	text_after_demo_instr: autoDraw = True
36.6746 	EXP 	Imported experiment_csv.csv as conditions, 60 conditions, 7 params
36.6750 	EXP 	Created sequence: fullRandom, trialTypes=60, nReps=1, seed=None
36.6752 	EXP 	New trial (rep=0, index=0): OrderedDict([('target', 'highway_294.jpg'), ('image1', 'highway_368.jpg'), ('image2', 'highway_294.jpg'), ('layer', 1), ('category', 'highway'), ('correct', 'right'), ('noise_image', 'noise_59.png')])
36.7128 	DATA 	Keypress: space
36.7151 	EXP 	text_after_demo_instr: autoDraw = False
36.7151 	EXP 	exp_target_image: image = 'highway_294.jpg'
36.7151 	EXP 	exp_mask: image = 'noise_59.png'
36.7151 	EXP 	exp_right_image: image = 'highway_368.jpg'
36.7151 	EXP 	exp_left_image: image = 'highway_294.jpg'
36.7151 	EXP 	text: text = '+'
36.7151 	EXP 	text: autoDraw = True
37.1985 	EXP 	exp_target_image: autoDraw = True
37.2125 	EXP 	text: autoDraw = False
37.2462 	EXP 	exp_target_image: autoDraw = False
37.2525 	EXP 	exp_mask: autoDraw = True
38.2544 	EXP 	exp_mask: autoDraw = False
38.2544 	EXP 	exp_right_image: autoDraw = True
38.2544 	EXP 	exp_left_image: autoDraw = True
39.2077 	EXP 	New trial (rep=0, index=1): OrderedDict([('target', 'bridge_65.jpg'), ('image1', 'bridge_65.jpg'), ('image2', 'bridge_181.jpg'), ('layer', 0), ('category', 'bridge'), ('correct', 'left'), ('noise_image', 'noise_17.png')])
39.2386 	DATA 	Keypress: left
39.2408 	EXP 	exp_target_image: autoDraw = False
39.2408 	EXP 	exp_mask: autoDraw = False
39.2408 	EXP 	exp_right_image: autoDraw = False
39.2408 	EXP 	exp_left_image: autoDraw = False
39.2408 	EXP 	text: autoDraw = False
39.2408 	EXP 	exp_target_image: image = 'bridge_65.jpg'
39.2408 	EXP 	exp_mask: image = 'noise_17.png'
39.2408 	EXP 	exp_right_image: image = 'bridge_65.jpg'
39.2408 	EXP 	exp_left_image: image = 'bridge_181.jpg'
39.2408 	EXP 	text: text = '+'
39.2408 	EXP 	text: autoDraw = True
39.7376 	EXP 	exp_target_image: autoDraw = True
39.7376 	EXP 	text: autoDraw = False
39.7878 	EXP 	exp_target_image: autoDraw = False
39.7878 	EXP 	exp_mask: autoDraw = True
40.7796 	EXP 	exp_mask: autoDraw = False
40.7796 	EXP 	exp_right_image: autoDraw = True
40.7796 	EXP 	exp_left_image: autoDraw = True
42.8373 	EXP 	New trial (rep=0, index=2): OrderedDict([('target', 'badlands_184.jpg'), ('image1', 'badlands_184.jpg'), ('image2', 'badlands_103.jpg'), ('layer', 1), ('category', 'badlands'), ('correct', 'left'), ('noise_image', 'noise_41.png')])
42.8937 	DATA 	Keypress: right
42.8970 	EXP 	exp_target_image: autoDraw = False
42.8970 	EXP 	exp_mask: autoDraw = False
42.8970 	EXP 	exp_right_image: autoDraw = False
42.8970 	EXP 	exp_left_image: autoDraw = False
42.8970 	EXP 	text: autoDraw = False
42.8970 	EXP 	exp_target_image: image = 'badlands_184.jpg'
42.8970 	EXP 	exp_mask: image = 'noise_41.png'
42.8970 	EXP 	exp_right_image: image = 'badlands_184.jpg'
42.8970 	EXP 	exp_left_image: image = 'badlands_103.jpg'
42.8970 	EXP 	text: text = '+'
42.8970 	EXP 	text: autoDraw = True
43.3720 	EXP 	exp_target_image: autoDraw = True
43.3969 	EXP 	text: autoDraw = False
43.4220 	EXP 	exp_target_image: autoDraw = False
43.4220 	EXP 	exp_mask: autoDraw = True
44.4083 	EXP 	exp_mask: autoDraw = False
44.4303 	EXP 	exp_right_image: autoDraw = True
44.4303 	EXP 	exp_left_image: autoDraw = True
45.4156 	EXP 	New trial (rep=0, index=3): OrderedDict([('target', 'bridge_108.jpg'), ('image1', 'bridge_108.jpg'), ('image2', 'bridge_116.jpg'), ('layer', 0), ('category', 'bridge'), ('correct', 'left'), ('noise_image', 'noise_4.png')])
45.4698 	DATA 	Keypress: right
45.4731 	EXP 	exp_target_image: autoDraw = False
45.4731 	EXP 	exp_mask: autoDraw = False
45.4731 	EXP 	exp_right_image: autoDraw = False
45.4731 	EXP 	exp_left_image: autoDraw = False
45.4731 	EXP 	text: autoDraw = False
45.4731 	EXP 	exp_target_image: image = 'bridge_108.jpg'
45.4731 	EXP 	exp_mask: image = 'noise_4.png'
45.4731 	EXP 	exp_right_image: image = 'bridge_108.jpg'
45.4731 	EXP 	exp_left_image: image = 'bridge_116.jpg'
45.4731 	EXP 	text: text = '+'
45.4731 	EXP 	text: autoDraw = True
45.9417 	EXP 	exp_target_image: autoDraw = True
45.9809 	EXP 	text: autoDraw = False
45.9886 	EXP 	exp_target_image: autoDraw = False
45.9965 	EXP 	exp_mask: autoDraw = True
46.9970 	EXP 	exp_mask: autoDraw = False
47.0053 	EXP 	exp_right_image: autoDraw = True
47.0053 	EXP 	exp_left_image: autoDraw = True
47.7739 	EXP 	New trial (rep=0, index=4): OrderedDict([('target', 'badlands_52.jpg'), ('image1', 'badlands_94.jpg'), ('image2', 'badlands_52.jpg'), ('layer', 0), ('category', 'badlands'), ('correct', 'right'), ('noise_image', 'noise_27.png')])
47.8257 	DATA 	Keypress: right
47.8290 	EXP 	exp_target_image: autoDraw = False
47.8290 	EXP 	exp_mask: autoDraw = False
47.8290 	EXP 	exp_right_image: autoDraw = False
47.8290 	EXP 	exp_left_image: autoDraw = False
47.8290 	EXP 	text: autoDraw = False
47.8290 	EXP 	exp_target_image: image = 'badlands_52.jpg'
47.8290 	EXP 	exp_mask: image = 'noise_27.png'
47.8290 	EXP 	exp_right_image: image = 'badlands_94.jpg'
47.8290 	EXP 	exp_left_image: image = 'badlands_52.jpg'
47.8290 	EXP 	text: text = '+'
47.8290 	EXP 	text: autoDraw = True
48.3064 	EXP 	exp_target_image: autoDraw = True
48.3296 	EXP 	text: autoDraw = False
48.3492 	EXP 	exp_target_image: autoDraw = False
48.3492 	EXP 	exp_mask: autoDraw = True
49.3412 	EXP 	exp_mask: autoDraw = False
49.3566 	EXP 	exp_right_image: autoDraw = True
49.3566 	EXP 	exp_left_image: autoDraw = True
50.0250 	EXP 	New trial (rep=0, index=5): OrderedDict([('target', 'bridge_146.jpg'), ('image1', 'bridge_27.jpg'), ('image2', 'bridge_146.jpg'), ('layer', 0), ('category', 'bridge'), ('correct', 'right'), ('noise_image', 'noise_37.png')])
50.0738 	DATA 	Keypress: left
50.0770 	EXP 	exp_target_image: autoDraw = False
50.0770 	EXP 	exp_mask: autoDraw = False
50.0770 	EXP 	exp_right_image: autoDraw = False
50.0770 	EXP 	exp_left_image: autoDraw = False
50.0770 	EXP 	text: autoDraw = False
50.0770 	EXP 	exp_target_image: image = 'bridge_146.jpg'
50.0770 	EXP 	exp_mask: image = 'noise_37.png'
50.0770 	EXP 	exp_right_image: image = 'bridge_27.jpg'
50.0770 	EXP 	exp_left_image: image = 'bridge_146.jpg'
50.0770 	EXP 	text: text = '+'
50.0770 	EXP 	text: autoDraw = True
50.5622 	EXP 	exp_target_image: autoDraw = True
50.5665 	EXP 	text: autoDraw = False
50.6130 	EXP 	exp_target_image: autoDraw = False
50.6130 	EXP 	exp_mask: autoDraw = True
51.6135 	EXP 	exp_mask: autoDraw = False
51.6135 	EXP 	exp_right_image: autoDraw = True
51.6135 	EXP 	exp_left_image: autoDraw = True
52.3655 	EXP 	New trial (rep=0, index=6): OrderedDict([('target', 'playground_131.jpg'), ('image1', 'playground_131.jpg'), ('image2', 'playground_43.jpg'), ('layer', 0), ('category', 'playground'), ('correct', 'left'), ('noise_image', 'noise_46.png')])
52.4205 	DATA 	Keypress: left
52.4234 	EXP 	exp_target_image: autoDraw = False
52.4234 	EXP 	exp_mask: autoDraw = False
52.4234 	EXP 	exp_right_image: autoDraw = False
52.4234 	EXP 	exp_left_image: autoDraw = False
52.4234 	EXP 	text: autoDraw = False
52.4234 	EXP 	exp_target_image: image = 'playground_131.jpg'
52.4234 	EXP 	exp_mask: image = 'noise_46.png'
52.4234 	EXP 	exp_right_image: image = 'playground_131.jpg'
52.4234 	EXP 	exp_left_image: image = 'playground_43.jpg'
52.4234 	EXP 	text: text = '+'
52.4234 	EXP 	text: autoDraw = True
52.9065 	EXP 	exp_target_image: autoDraw = True
52.9147 	EXP 	text: autoDraw = False
52.9493 	EXP 	exp_target_image: autoDraw = False
52.9493 	EXP 	exp_mask: autoDraw = True
53.9409 	EXP 	exp_mask: autoDraw = False
53.9553 	EXP 	exp_right_image: autoDraw = True
53.9553 	EXP 	exp_left_image: autoDraw = True
54.6006 	EXP 	New trial (rep=0, index=7): OrderedDict([('target', 'badlands_24.jpg'), ('image1', 'badlands_24.jpg'), ('image2', 'badlands_3.jpg'), ('layer', 0), ('category', 'badlands'), ('correct', 'left'), ('noise_image', 'noise_19.png')])
54.6488 	DATA 	Keypress: right
54.6520 	EXP 	exp_target_image: autoDraw = False
54.6520 	EXP 	exp_mask: autoDraw = False
54.6520 	EXP 	exp_right_image: autoDraw = False
54.6520 	EXP 	exp_left_image: autoDraw = False
54.6520 	EXP 	text: autoDraw = False
54.6520 	EXP 	exp_target_image: image = 'badlands_24.jpg'
54.6520 	EXP 	exp_mask: image = 'noise_19.png'
54.6520 	EXP 	exp_right_image: image = 'badlands_24.jpg'
54.6520 	EXP 	exp_left_image: image = 'badlands_3.jpg'
54.6520 	EXP 	text: text = '+'
54.6520 	EXP 	text: autoDraw = True
55.1386 	EXP 	exp_target_image: autoDraw = True
55.1422 	EXP 	text: autoDraw = False
55.2066 	EXP 	exp_target_image: autoDraw = False
55.2066 	EXP 	exp_mask: autoDraw = True
56.1969 	EXP 	exp_right_image: autoDraw = True
56.1969 	EXP 	exp_left_image: autoDraw = True
56.2002 	EXP 	exp_mask: autoDraw = False
57.1355 	EXP 	New trial (rep=0, index=8): OrderedDict([('target', 'golf_course_195.jpg'), ('image1', 'golf_course_195.jpg'), ('image2', 'golf_course_2.jpg'), ('layer', 1), ('category', 'golf'), ('correct', 'left'), ('noise_image', 'noise_23.png')])
57.1827 	DATA 	Keypress: right
57.1859 	EXP 	exp_target_image: autoDraw = False
57.1859 	EXP 	exp_mask: autoDraw = False
57.1859 	EXP 	exp_right_image: autoDraw = False
57.1859 	EXP 	exp_left_image: autoDraw = False
57.1859 	EXP 	text: autoDraw = False
57.1859 	EXP 	exp_target_image: image = 'golf_course_195.jpg'
57.1859 	EXP 	exp_mask: image = 'noise_23.png'
57.1859 	EXP 	exp_right_image: image = 'golf_course_195.jpg'
57.1859 	EXP 	exp_left_image: image = 'golf_course_2.jpg'
57.1859 	EXP 	text: text = '+'
57.1859 	EXP 	text: autoDraw = True
57.6729 	EXP 	exp_target_image: autoDraw = True
57.6897 	EXP 	text: autoDraw = False
57.7206 	EXP 	exp_target_image: autoDraw = False
57.7206 	EXP 	exp_mask: autoDraw = True
58.7220 	EXP 	exp_mask: autoDraw = False
58.7220 	EXP 	exp_right_image: autoDraw = True
58.7220 	EXP 	exp_left_image: autoDraw = True
63.9659 	EXP 	New trial (rep=0, index=9): OrderedDict([('target', 'mountain_293.jpg'), ('image1', 'mountain_47.jpg'), ('image2', 'mountain_293.jpg'), ('layer', 1), ('category', 'mountain'), ('correct', 'right'), ('noise_image', 'noise_5.png')])
64.0074 	DATA 	Keypress: left
64.0105 	EXP 	exp_target_image: autoDraw = False
64.0105 	EXP 	exp_mask: autoDraw = False
64.0105 	EXP 	exp_right_image: autoDraw = False
64.0105 	EXP 	exp_left_image: autoDraw = False
64.0105 	EXP 	text: autoDraw = False
64.0105 	EXP 	exp_target_image: image = 'mountain_293.jpg'
64.0105 	EXP 	exp_mask: image = 'noise_5.png'
64.0105 	EXP 	exp_right_image: image = 'mountain_47.jpg'
64.0105 	EXP 	exp_left_image: image = 'mountain_293.jpg'
64.0105 	EXP 	text: text = '+'
64.0105 	EXP 	text: autoDraw = True
64.4886 	EXP 	exp_target_image: autoDraw = True
64.5055 	EXP 	text: autoDraw = False
64.5375 	EXP 	exp_target_image: autoDraw = False
64.5375 	EXP 	exp_mask: autoDraw = True
65.5377 	EXP 	exp_mask: autoDraw = False
65.5377 	EXP 	exp_right_image: autoDraw = True
65.5377 	EXP 	exp_left_image: autoDraw = True
66.3675 	EXP 	New trial (rep=0, index=10): OrderedDict([('target', 'bridge_202.jpg'), ('image1', 'bridge_38.jpg'), ('image2', 'bridge_202.jpg'), ('layer', 1), ('category', 'bridge'), ('correct', 'right'), ('noise_image', 'noise_58.png')])
66.4168 	DATA 	Keypress: left
66.4201 	EXP 	exp_target_image: autoDraw = False
66.4201 	EXP 	exp_mask: autoDraw = False
66.4201 	EXP 	exp_right_image: autoDraw = False
66.4201 	EXP 	exp_left_image: autoDraw = False
